"","seccion","munn","edon","dis_nueva","dis_anterior","pob_total","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","dcrit8","dist2015","dist2017","elec_cong_2016","elec_cong_2017","elec_cong_2018","elec_cong_2019","PANgob_antes","PRIgob_antes","PRDgob_antes","PVEMgob_antes","MCgob_antes","Indgob_antes","PANgob_despues","PRIgob_despues","PRDgob_despues","Morenagob_despues","MCgob_despues","Indgob_despues","PESgob_despues","PANcong_antes","PRIcong_antes","PRDcong_antes","PVEMcong_antes","MCcong_antes","PANcong_despues","PRIcong_despues","MCcong_despues","PENDIENTEcong_despues","Morenacong_despues","PANgober_2antes","PRIgober_2antes","PRDgober_2antes"
"315",2563,99,14,14,16,8177,19,14,1,0,0,0,1,0,20,0.512,0.993,0,0.007,0.452,0.548,0,20,0.657,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"316",2900,120,14,19,10,1554,16,19,1,0,0,0,1,0,16,0.648,1,0,0,0.805,0.195,0,16,0.694,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"317",2903,120,14,19,10,2046,17,19,1,0,0,0,1,0,16,0.648,1,0,0,0.805,0.195,0,16,0.694,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"318",3067,120,14,18,10,4097,15,18,1,0,0,1,0,0,15,0.687,1,0,0,0.805,0.195,0,15,0.624,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"319",1,1,15,14,13,1958,10,4,0,0,1,0,1,0,10,1,0.144,0.77,0.086,0,1,0,10,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"320",33,2,15,39,39,2688,17,16,1,0,0,0,1,0,17,0.906,0.41,0.434,0.156,0.087,0.826,0.087,17,0.929,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"321",82,4,15,9,8,1222,9,1,1,0,0,0,1,0,1,0.366,0.024,0.859,0.118,0.087,0.884,0.029,1,0.455,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"322",94,5,15,45,45,2225,5,5,1,0,0,0,1,0,5,0.315,0.365,0.5,0.135,0.024,0.976,0,5,0.364,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"323",108,5,15,10,45,665,8,10,0,1,0,0,1,0,8,0.418,0.365,0.5,0.135,0.024,0.976,0,8,0.39,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"324",151,6,15,7,5,2665,6,9,1,0,0,0,1,0,9,0.315,0.741,0.069,0.19,0,0.944,0.056,9,0.325,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"325",166,8,15,9,9,2162,1,1,0,0,1,0,0,0,1,0.366,0.108,0.823,0.069,0.01,0.562,0.429,1,0.455,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"326",193,9,15,28,28,1664,12,11,1,0,0,0,0,0,12,0.838,0.511,0.178,0.311,0,0.971,0.029,12,0.878,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"327",219,10,15,20,20,2255,36,33,1,0,0,0,0,0,36,1,0.588,0.263,0.149,0.034,0.933,0.034,36,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"328",233,11,15,23,23,3793,15,15,1,0,0,0,1,0,15,0.77,0.519,0.23,0.252,0,0.474,0.526,15,0.737,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"329",250,13,15,29,16,1678,42,38,1,0,0,1,0,0,42,1,0.988,0,0.012,0.825,0.142,0.033,42,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"330",251,13,15,16,16,3665,43,40,1,0,0,0,0,0,43,1,0.988,0,0.012,0.825,0.142,0.033,43,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"331",417,14,15,13,13,6479,7,3,1,0,0,0,1,0,7,0.463,0.144,0.77,0.086,0,1,0,7,0.498,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"332",511,19,15,4,6,3643,4,2,1,0,0,0,1,0,2,0.236,0.478,0.239,0.283,0,0.976,0.024,2,0.27,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"333",523,20,15,38,38,4059,35,32,1,0,0,0,0,0,35,0.712,0.997,0,0.003,0.105,0.842,0.053,35,0.741,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"334",654,23,15,12,36,6236,37,31,1,0,0,0,0,0,37,0.421,0.521,0.274,0.205,0.25,0.75,0,37,0.444,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"335",692,25,15,43,43,2229,38,37,1,0,0,1,0,0,38,1,0.983,0,0.017,0.733,0.267,0,38,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"336",797,25,15,26,43,1572,39,36,1,0,0,1,0,0,39,1,0.983,0,0.017,0.733,0.267,0,39,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"337",912,122,15,27,27,2791,14,14,1,0,0,0,0,1,14,1,0.886,0.019,0.095,0,0.694,0.306,14,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"338",937,26,15,1,27,11196,13,13,1,0,0,0,1,0,13,0.93,0.886,0.019,0.095,0,0.694,0.306,13,0.866,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"339",1111,30,15,5,40,1952,16,18,1,0,0,0,1,0,16,0.195,0.973,0.007,0.02,0,0.75,0.25,16,0.234,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"340",1149,32,15,3,31,4673,19,17,1,0,0,0,1,0,19,0.558,0.988,0,0.012,0,0.939,0.061,19,0.609,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"341",1155,32,15,3,31,4288,18,17,1,0,0,0,1,0,19,0.558,0.988,0,0.012,0,0.939,0.061,19,0.609,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"342",1253,60,15,41,31,2062,20,21,1,0,0,0,0,1,20,1,0.988,0,0.012,0,0.939,0.061,20,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"343",1302,34,15,21,21,2378,25,28,1,0,0,0,0,0,25,1,1,0,0,0,1,0,25,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"344",1360,34,15,37,21,3515,26,27,1,0,0,0,1,0,26,1,1,0,0,0,1,0,26,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"345",1394,34,15,22,21,3195,28,24,1,0,0,0,1,0,28,1,1,0,0,0,1,0,28,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"346",1426,34,15,42,22,2077,27,23,1,0,0,0,0,0,27,1,1,0,0,0,1,0,27,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"347",1518,34,15,8,22,14208,24,26,1,0,0,0,0,0,24,1,1,0,0,0,1,0,24,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"348",1735,34,15,6,33,3882,23,25,1,0,0,0,1,0,23,1,0.971,0.004,0.025,0.068,0.932,0,23,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"349",2068,39,15,17,44,2967,3,7,0,0,1,0,1,0,4,0.577,0.722,0.209,0.07,0.273,0.727,0,4,0.547,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"350",2073,40,15,40,40,12699,11,12,1,0,0,0,1,0,11,0.898,0.973,0.007,0.02,0,0.75,0.25,11,0.927,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"351",2243,45,15,12,20,2986,34,31,0,0,1,0,1,0,37,0.421,0.588,0.263,0.149,0.034,0.933,0.034,37,0.444,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"352",2386,52,15,4,4,3157,2,2,1,0,0,0,1,0,2,0.236,0.593,0.319,0.088,0.056,0.93,0.014,2,0.27,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"353",2464,55,15,35,35,3156,31,6,1,0,0,0,0,0,31,0.488,0.967,0.022,0.011,0.135,0.865,0,31,0.577,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"354",2572,58,15,32,30,1832,44,41,1,0,0,0,1,0,44,1,0.989,0.005,0.005,0.608,0.392,0,44,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"355",2597,58,15,30,29,743,41,39,1,0,0,0,1,0,41,1,0.992,0.008,0,0.368,0.632,0,41,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"356",3046,60,15,25,25,4958,21,20,1,0,0,0,0,1,21,1,1,0,0,0,0.016,0.984,21,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"357",3107,60,15,24,24,1647,22,22,1,0,0,0,0,0,22,1,1,0,0,0.041,0.041,0.918,22,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"358",3723,61,15,44,44,5767,45,42,1,0,0,0,1,0,45,1,0.722,0.209,0.07,0.273,0.727,0,45,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"359",3922,68,15,34,3,3830,33,43,0,1,0,0,1,0,32,0.313,0.266,0.617,0.117,0,0.988,0.012,32,0.481,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"360",4188,82,15,33,33,1677,29,29,1,0,0,0,1,0,29,1,0.971,0.004,0.025,0.068,0.932,0,29,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"361",4836,105,15,18,18,1688,40,35,1,0,0,1,0,0,40,1,1,0,0,0.983,0.017,0,40,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"362",5169,107,15,34,2,2997,32,43,1,0,0,0,0,0,32,0.313,0.781,0.205,0.014,0.209,0.791,0,32,0.481,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"363",5482,110,15,11,38,1781,30,30,1,0,0,0,1,0,30,1,0.997,0,0.003,0.105,0.842,0.053,30,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"364",1,1,16,14,19,1889,5,14,0,0,1,0,1,0,4,0.426,0.192,0.633,0.175,0.11,0.415,0.476,4,0.4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"365",11,2,16,10,21,2596,8,10,0,0,1,0,0,0,8,0.66,0.124,0.61,0.267,0.013,0.338,0.649,8,0.734,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"366",26,3,16,12,8,1894,9,12,0,0,1,0,0,0,9,0.646,0.235,0.571,0.193,0.069,0.431,0.5,9,0.496,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"367",38,4,16,9,2,1073,13,9,1,0,0,0,0,0,13,0.727,0.344,0.5,0.156,0.082,0.268,0.649,13,0.64,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"368",52,5,16,2,13,986,14,2,1,0,0,0,1,0,16,0.825,0.434,0.485,0.081,0.016,0.516,0.468,16,0.828,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"369",58,6,16,11,23,2653,3,11,1,0,0,0,0,1,3,0.549,0.583,0.333,0.083,0,0.232,0.768,3,0.556,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"370",132,7,16,8,3,1459,15,8,0,0,1,0,1,0,14,0.928,0.133,0.694,0.173,0.065,0.143,0.792,14,0.904,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"371",149,9,16,14,19,239,6,14,1,0,0,0,0,0,4,0.426,0.192,0.633,0.175,0.11,0.415,0.476,4,0.4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"372",184,11,16,1,4,1475,11,1,1,0,0,0,1,0,11,0.813,0.717,0.208,0.075,0.405,0.206,0.389,11,0.805,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"373",213,13,16,6,18,3422,4,6,0,0,1,0,0,1,15,0.411,0.086,0.765,0.148,0,0.419,0.581,15,0.433,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"374",257,16,16,4,7,875,10,4,0,0,1,0,0,1,10,1,0.585,0.286,0.129,0.085,0.217,0.698,10,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"375",305,19,16,15,9,1362,2,15,1,0,0,0,0,0,2,0.788,0.468,0.396,0.135,0.414,0.299,0.287,2,0.801,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"376",433,30,16,5,1,1086,1,5,1,0,0,0,1,0,1,0.821,0.473,0.439,0.088,0.321,0.358,0.321,1,0.753,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"377",480,34,16,3,12,6009,12,3,1,0,0,1,0,0,12,1,0.206,0.595,0.198,0.33,0.291,0.379,12,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"378",685,43,16,13,5,1361,7,13,0,0,1,1,0,0,7,0.964,0.524,0.254,0.222,0.313,0.388,0.299,7,0.903,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"379",806,50,16,18,24,10135,18,18,1,0,0,0,0,1,18,1,0.815,0.077,0.108,0.018,0.055,0.927,18,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"380",941,54,16,20,10,1544,22,20,1,0,0,0,0,0,19,0.65,0.824,0.149,0.027,0.448,0.414,0.138,19,0.571,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"381",968,54,16,19,11,1111,20,19,1,0,0,0,0,0,21,0.539,0.978,0.011,0.011,0.886,0.114,0,21,0.493,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"382",1043,54,16,19,17,358,21,19,1,0,0,1,0,0,21,0.539,0.882,0.097,0.022,0.878,0.041,0.081,21,0.493,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"383",1191,54,16,20,10,14331,19,20,0,0,1,0,1,0,19,0.65,0.824,0.149,0.027,0.448,0.414,0.138,19,0.571,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"384",2175,103,16,24,14,3028,23,24,0,0,1,0,0,1,23,1,0.791,0.121,0.088,0.382,0.039,0.579,23,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"385",2207,103,16,23,20,11080,24,23,1,0,0,0,0,0,24,1,0.726,0.221,0.053,0.432,0.216,0.351,24,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"386",2436,109,16,17,6,2485,17,17,1,0,0,1,0,0,17,1,0.833,0.083,0.083,0.875,0.036,0.089,17,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"387",2578,113,16,2,13,1250,16,2,1,0,0,0,0,0,16,0.825,0.434,0.485,0.081,0.016,0.516,0.468,16,0.828,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"388",1,1,17,9,9,1958,1,1,0,0,1,0,1,0,1,0.429,0.535,0.163,0.302,0,0.95,0.05,1,0.434,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"389",12,2,17,4,13,1521,11,11,0,0,1,0,0,0,11,0.851,0.462,0.327,0.212,0.3,0.3,0.4,11,0.788,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"390",24,3,17,11,18,1065,2,2,1,0,0,0,0,0,2,0.413,0.59,0.148,0.262,0.182,0.636,0.182,2,0.434,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"391",44,4,17,10,16,2446,3,3,1,0,0,0,0,0,3,0.786,0.548,0.214,0.238,0.25,0.5,0.25,3,0.742,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"392",86,5,17,9,8,3044,4,1,1,0,0,0,1,0,1,0.429,0.492,0.246,0.262,0.053,0.947,0,1,0.434,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"393",97,6,17,4,14,1825,12,12,1,0,0,0,0,0,12,0.953,0.935,0.022,0.043,0,0,1,12,0.94,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"394",188,7,17,2,1,188,10,9,0,0,1,1,0,0,10,0.891,0.8,0.109,0.091,1,0,0,10,0.876,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"395",190,7,17,1,1,1138,8,8,1,0,0,1,0,0,8,0.923,0.8,0.109,0.091,1,0,0,8,0.936,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"396",256,7,17,3,2,4135,9,10,1,0,0,0,0,0,9,0.911,1,0,0,1,0,0,9,0.844,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"397",387,7,17,5,4,1566,NA,NA,1,0,0,0,0,0,NA,0,1,0,0,0.938,0,0.062,NA,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"398",391,8,17,8,5,2413,5,4,0,0,1,0,0,0,5,1,0.905,0,0.095,0.2,0,0.8,5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"399",431,11,17,6,6,4904,6,6,1,0,0,0,0,0,6,1,1,0,0,0.6,0,0.4,6,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"400",455,11,17,12,6,172,7,7,1,0,0,0,0,0,7,1,1,0,0,0.6,0,0.4,7,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"401",1,1,17,3,9,1958,1,1,0,0,1,0,1,0,1,0.429,0.535,0.163,0.302,0,0.95,0.05,1,0.434,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"402",12,2,17,6,13,1521,11,11,0,0,1,0,0,0,11,0.851,0.462,0.327,0.212,0.3,0.3,0.4,11,0.788,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"403",24,3,17,2,18,1065,2,2,1,0,0,0,0,0,2,0.413,0.59,0.148,0.262,0.182,0.636,0.182,2,0.434,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"404",44,4,17,4,16,2446,3,3,1,0,0,0,0,0,3,0.786,0.548,0.214,0.238,0.25,0.5,0.25,3,0.742,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"405",86,5,17,3,8,3044,4,1,1,0,0,0,1,0,1,0.429,0.492,0.246,0.262,0.053,0.947,0,1,0.434,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"406",97,6,17,17,14,1825,12,12,1,0,0,0,0,0,12,0.953,0.935,0.022,0.043,0,0,1,12,0.94,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"407",188,7,17,14,1,188,10,9,0,0,1,1,0,0,10,0.891,0.8,0.109,0.091,1,0,0,10,0.876,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"408",190,7,17,14,1,1138,8,8,1,0,0,1,0,0,8,0.923,0.8,0.109,0.091,1,0,0,8,0.936,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"409",256,7,17,11,2,4135,9,10,1,0,0,0,0,0,9,0.911,1,0,0,1,0,0,9,0.844,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"410",391,8,17,9,5,2413,5,4,0,0,1,0,0,0,5,1,0.905,0,0.095,0.2,0,0.8,5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"411",431,11,17,15,6,4904,6,6,1,0,0,0,0,0,6,1,1,0,0,0.6,0,0.4,6,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"412",455,11,17,15,6,172,7,7,1,0,0,0,0,0,7,1,1,0,0,0.6,0,0.4,7,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
"413",1,1,18,1,18,767,1,1,1,0,0,0,1,0,1,0.64,0.284,0.672,0.045,0,1,0,1,0.644,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"414",49,2,18,16,7,835,17,18,1,0,0,0,1,0,17,0.877,0.514,0.429,0.057,0.133,0.867,0,17,0.831,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"415",90,4,18,18,14,23216,12,3,0,0,1,0,0,0,12,1,0.447,0.255,0.298,0.043,0.957,0,12,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"416",91,4,18,17,14,1053,11,4,1,0,0,0,1,0,11,1,0.447,0.255,0.298,0.043,0.957,0,11,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"417",124,5,18,15,8,1166,16,13,1,0,0,0,0,0,15,0.666,0.431,0.375,0.194,0.04,0.96,0,15,0.653,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"418",130,5,18,15,8,854,15,13,1,0,0,0,1,0,15,0.666,0.431,0.375,0.194,0.04,0.96,0,15,0.653,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
