"","SECCION","munn.x","edon.x","disloc2018","disloc2010","escenario1","escenario2","escenario3_tribunal","pobtot","dsiE1_E3","dsi_pob","dif","rural","urbano","mixto"
"926",2169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"927",2170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"928",2171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"929",2172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"930",2199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"931",2231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"932",2232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"933",2233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"934",2235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"935",2236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"936",2245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"937",2258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"938",2259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"939",2260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"940",2311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"941",2312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"942",2313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"943",2314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"944",2315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"945",2316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"946",2317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"947",2324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"948",2331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"949",2332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"950",2333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"951",2334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"952",2352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"953",2353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"954",2354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"955",2355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"956",2356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"957",2357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"958",2358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"959",2359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"960",2360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"961",2361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"962",2363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"963",2364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"964",2365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"965",2366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"966",2386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"967",2387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"968",2388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"969",2389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"970",2390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"971",2407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"972",2412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"973",2413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"974",2414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"975",2415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"976",2416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"977",2417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"978",2418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"979",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"980",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"981",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"982",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"983",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"984",48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"985",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"986",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"987",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"988",52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"989",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"990",54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"991",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"992",56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"993",68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"994",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"995",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"996",78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"997",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"998",80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"999",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1000",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1001",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1002",84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1003",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1004",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1005",194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1006",195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1007",196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1008",197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1009",258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1010",259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1011",260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1012",261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1013",262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1014",263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1015",264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1016",265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1017",266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1018",267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1019",268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1020",269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1021",270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1022",271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1023",272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1024",273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1025",274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1026",275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1027",380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1028",381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1029",382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1030",383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1031",384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1032",385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1033",386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1034",669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1035",670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1036",671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1037",672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1038",673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1039",674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1040",675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1041",676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1042",677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1043",678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1044",679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1045",680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1046",681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1047",682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1048",683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1049",684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1050",685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1051",686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1052",687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1053",688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1054",689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1055",690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1056",691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1057",692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1058",693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1059",694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1060",695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1061",696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1062",697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1063",698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1064",699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1065",700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1066",701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1067",702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1068",703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1069",704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1070",705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1071",706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1072",707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1073",708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1074",709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1075",814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1076",815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1077",816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1078",817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1079",818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1080",819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1081",1297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1082",1298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1083",1299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1084",1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1085",1301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1086",1402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1087",1403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1088",1461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1089",1462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1090",1465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1091",1466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1092",1467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1093",1468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1094",1469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1095",1470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1096",1471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1097",1472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1098",1839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1099",1840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1100",1866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1101",1867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1102",1868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1103",1869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1104",1870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1105",1871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1106",1872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1107",1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1108",1876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1109",1877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1110",1928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1111",1929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1112",1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1113",1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1114",1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1115",1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1116",1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1117",1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1118",1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1119",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1120",2050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1121",2051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1122",2052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1123",2053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1124",2055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1125",2057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1126",2058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1127",2059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1128",2175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1129",2190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1130",2191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1131",2192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1132",2193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1133",2194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1134",2195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1135",2196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1136",2197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1137",2198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1138",2054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1139",2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1140",2201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1141",2202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1142",2203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1143",2204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1144",2205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1145",2206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1146",2207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1147",2208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1148",2209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1149",2210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1150",2211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1151",2212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1152",2213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1153",2214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1154",2215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1155",2216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1156",2217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1157",2218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1158",2219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1159",2220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1160",2221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1161",2222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1162",2223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1163",2224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1164",2225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1165",2226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1166",2227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1167",2228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1168",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1169",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1170",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1171",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1172",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1173",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1174",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1175",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1176",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1177",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1178",117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1179",118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1180",119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1181",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1182",131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1183",132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1184",133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1185",187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1186",188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1187",189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1188",190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1189",191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1190",198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1191",199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1192",200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1193",255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1194",256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1195",257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1196",375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1197",376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1198",377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1199",389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1200",390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1201",391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1202",392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1203",393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1204",394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1205",395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1206",643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1207",644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1208",645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1209",646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1210",647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1211",648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1212",649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1213",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1214",651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1215",652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1216",653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1217",654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1218",655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1219",656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1220",657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1221",658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1222",659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1223",660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1224",712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1225",713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1226",734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1227",735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1228",738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"1229",739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1230",740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"1231",761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1232",772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
