"seccion","munn.x","edon.x","edo.x","disfed1979.x","disfed1997.x","disfed2006.x","disfed2018.x","disloc2012.x","disloc2018.x","cab","nota.x","X","munn.y","edon.y","edo.y","disfed1979.y","disfed1997.y","disfed2006.y","disfed2018.y","disloc2012.y","disloc2018.y","nota.y","escenario1","escenario2","escenario3","pri_clv1","pri_clv2","juanZepedaPerez1","lorenzoLopezMendez1a","lorenzoLopezMendez1b","antonioPerezGomez1","leonardoLopezPerez1","magdalenaGironLopez1","JoseDomingoVazquezLopez1a","JoseDomingoVazquezLopez1b","esc1_priCLV1","esc2_priCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
132,12,7,"cps",1,4,4,4,14,2,"Tuxtla Gutiérrez","0",132,12,7,"cps",1,4,4,4,14,9,NA,10,10,9,11,9,"10","10","10","10","10","10","10","10",0,0,1,0.278,0.174,15,0.185
133,12,7,"cps",1,4,4,4,14,2,"Tuxtla Gutiérrez","0",133,12,7,"cps",1,4,4,4,14,9,NA,10,10,9,11,9,"10","10","10","10","10","10","10","10",0,0,1,0.278,0.174,15,0.185
134,12,7,"cps",1,4,4,4,14,2,"Tuxtla Gutiérrez","0",134,12,7,"cps",1,4,4,4,14,9,NA,10,10,9,11,9,"10","10","10","10","10","10","10","10",0,0,1,0.278,0.174,15,0.185
135,12,7,"cps",1,4,4,4,14,2,"Tuxtla Gutiérrez","0",135,12,7,"cps",1,4,4,4,14,9,NA,10,10,9,11,9,"10","10","10","10","10","10","10","10",0,0,1,0.278,0.174,15,0.185
136,12,7,"cps",1,4,4,4,14,2,"Tuxtla Gutiérrez","0",136,12,7,"cps",1,4,4,4,14,9,NA,10,10,9,11,9,"10","10","10","10","10","10","10","10",0,0,1,0.278,0.174,15,0.185
137,12,7,"cps",1,4,4,4,14,2,"Tuxtla Gutiérrez","0",137,12,7,"cps",1,4,4,4,14,9,NA,10,10,9,11,9,"10","10","10","10","10","10","10","10",0,0,1,0.278,0.174,15,0.185
138,12,7,"cps",1,4,4,4,14,2,"Tuxtla Gutiérrez","0",138,12,7,"cps",1,4,4,4,14,9,NA,10,10,9,11,9,"10","10","10","10","10","10","10","10",0,0,1,0.278,0.174,15,0.185
139,12,7,"cps",1,4,4,4,14,2,"Tuxtla Gutiérrez","0",139,12,7,"cps",1,4,4,4,14,9,NA,10,10,9,11,9,"10","10","10","10","10","10","10","10",0,0,1,0.278,0.174,15,0.185
140,12,7,"cps",1,4,4,4,14,2,"Tuxtla Gutiérrez","0",140,12,7,"cps",1,4,4,4,14,9,NA,10,10,9,11,9,"10","10","10","10","10","10","10","10",0,0,1,0.278,0.174,15,0.185
141,12,7,"cps",1,4,4,4,14,2,"Tuxtla Gutiérrez","0",141,12,7,"cps",1,4,4,4,14,9,NA,10,10,9,11,9,"10","10","10","10","10","10","10","10",0,0,1,0.278,0.174,15,0.185
142,12,7,"cps",1,4,4,4,14,2,"Tuxtla Gutiérrez","0",142,12,7,"cps",1,4,4,4,14,9,NA,10,10,9,11,9,"10","10","10","10","10","10","10","10",0,0,1,0.278,0.174,15,0.185
143,12,7,"cps",1,4,4,4,14,2,"Tuxtla Gutiérrez","0",143,12,7,"cps",1,4,4,4,14,9,NA,10,10,9,11,9,"10","10","10","10","10","10","10","10",0,0,1,0.278,0.174,15,0.185
144,13,7,"cps",4,6,2,2,10,11,"Bochil","0",144,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,11,0.169,0.416,23,0.524
145,13,7,"cps",4,6,2,2,10,11,"Bochil","0",145,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,11,0.169,0.416,23,0.524
146,13,7,"cps",4,6,2,2,10,11,"Bochil","0",146,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,11,0.169,0.416,23,0.524
147,13,7,"cps",4,6,2,2,10,11,"Bochil","0",147,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,11,0.169,0.416,23,0.524
148,13,7,"cps",4,6,2,2,10,11,"Bochil","0",148,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,11,0.169,0.416,23,0.524
149,13,7,"cps",4,6,2,2,10,11,"Bochil","0",149,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,11,0.169,0.416,23,0.524
150,13,7,"cps",4,6,2,2,10,11,"Bochil","0",150,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,11,0.169,0.416,23,0.524
151,13,7,"cps",4,6,2,2,10,11,"Bochil","0",151,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,11,0.169,0.416,23,0.524
152,13,7,"cps",4,6,2,2,10,11,"Bochil","0",152,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,11,0.169,0.416,23,0.524
153,13,7,"cps",4,6,2,2,10,11,"Bochil","0",153,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,11,0.169,0.416,23,0.524
154,13,7,"cps",4,6,2,2,10,11,"Bochil","0",154,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,11,0.169,0.416,23,0.524
155,14,7,"cps",9,2,2,2,10,11,"Bochil","0",155,14,7,"cps",9,2,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,11,0.169,0.416,23,0.524
156,14,7,"cps",9,2,2,2,10,11,"Bochil","0",156,14,7,"cps",9,2,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,11,0.169,0.416,23,0.524
157,14,7,"cps",9,2,2,2,10,11,"Bochil","0",157,14,7,"cps",9,2,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,11,0.169,0.416,23,0.524
158,14,7,"cps",9,2,2,2,10,11,"Bochil","0",158,14,7,"cps",9,2,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,11,0.169,0.416,23,0.524
159,14,7,"cps",9,2,2,2,10,11,"Bochil","0",159,14,7,"cps",9,2,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,11,0.169,0.416,23,0.524
160,14,7,"cps",9,2,2,2,10,11,"Bochil","0",160,14,7,"cps",9,2,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,11,0.169,0.416,23,0.524
161,14,7,"cps",9,2,2,2,10,11,"Bochil","0",161,14,7,"cps",9,2,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,11,0.169,0.416,23,0.524
162,14,7,"cps",9,2,2,2,10,11,"Bochil","0",162,14,7,"cps",9,2,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,11,0.169,0.416,23,0.524
163,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",163,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
164,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",164,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
165,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",165,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
166,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",166,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
167,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",167,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
168,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",168,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
169,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",169,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
170,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",170,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
171,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",171,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
172,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",172,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
173,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",173,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
174,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",174,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
175,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",175,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
176,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",176,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
177,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",177,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
178,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",178,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
179,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",179,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
180,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",180,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
181,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",181,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
182,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",182,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
183,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",183,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
184,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",184,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
185,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",185,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,24,0.538,0.7,12,0.331
186,16,7,"cps",6,1,1,1,9,9,"Palenque","0",186,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1,1,20,1
187,16,7,"cps",6,1,1,1,9,9,"Palenque","0",187,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1,1,20,1
188,16,7,"cps",6,1,1,1,9,9,"Palenque","0",188,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1,1,20,1
189,16,7,"cps",6,1,1,1,9,9,"Palenque","0",189,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1,1,20,1
190,16,7,"cps",6,1,1,1,9,9,"Palenque","0",190,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1,1,20,1
191,16,7,"cps",6,1,1,1,9,9,"Palenque","0",191,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1,1,20,1
192,16,7,"cps",6,1,1,1,9,9,"Palenque","0",192,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1,1,20,1
193,16,7,"cps",6,1,1,1,9,9,"Palenque","0",193,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1,1,20,1
194,16,7,"cps",6,1,1,1,9,9,"Palenque","0",194,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1,1,20,1
195,16,7,"cps",6,1,1,1,9,9,"Palenque","0",195,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1,1,20,1
196,16,7,"cps",6,1,1,1,9,9,"Palenque","0",196,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1,1,20,1
197,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",197,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
198,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",198,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
199,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",199,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
200,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",200,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
201,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",201,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
202,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",202,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
203,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",203,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
204,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",204,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
205,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",205,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
206,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",206,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
207,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",207,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
208,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",208,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
209,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",209,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
210,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",210,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
211,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",211,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
212,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",212,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
213,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",213,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
214,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",214,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
215,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",215,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
216,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",216,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
217,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",217,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
218,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",218,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
219,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",219,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
220,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",220,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
221,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",221,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
222,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",222,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
223,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",223,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
224,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",224,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
225,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",225,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
226,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",226,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
227,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",227,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
228,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",228,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
229,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",229,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
230,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",230,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
231,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",231,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
232,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",232,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
233,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",233,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409,0.809,13,0.43
234,18,7,"cps",9,4,4,4,13,12,"Pichucalco","0",234,18,7,"cps",9,4,4,4,13,12,NA,4,4,12,11,12,"4","4","4","4","4","4","4","4",0,0,12,0.655,0.53,4,0.543
235,18,7,"cps",9,4,4,4,13,12,"Pichucalco","0",235,18,7,"cps",9,4,4,4,13,12,NA,4,4,12,11,12,"4","4","4","4","4","4","4","4",0,0,12,0.655,0.53,4,0.543
236,18,7,"cps",9,4,4,4,13,12,"Pichucalco","0",236,18,7,"cps",9,4,4,4,13,12,NA,4,4,12,11,12,"4","4","4","4","4","4","4","4",0,0,12,0.655,0.53,4,0.543
237,18,7,"cps",9,4,4,4,13,12,"Pichucalco","0",237,18,7,"cps",9,4,4,4,13,12,NA,4,4,12,11,12,"4","4","4","4","4","4","4","4",0,0,12,0.655,0.53,4,0.543
238,18,7,"cps",9,4,4,4,13,12,"Pichucalco","0",238,18,7,"cps",9,4,4,4,13,12,NA,4,4,12,11,12,"4","4","4","4","4","4","4","4",0,0,12,0.655,0.53,4,0.543
239,19,7,"cps",3,8,8,8,6,6,"Comitán","0",239,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
240,19,7,"cps",3,8,8,8,6,6,"Comitán","0",240,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
241,19,7,"cps",3,8,8,8,6,6,"Comitán","0",241,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
242,19,7,"cps",3,8,8,8,6,6,"Comitán","0",242,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
243,19,7,"cps",3,8,8,8,6,6,"Comitán","0",243,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
244,19,7,"cps",3,8,8,8,6,6,"Comitán","0",244,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
245,19,7,"cps",3,8,8,8,6,6,"Comitán","0",245,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
246,19,7,"cps",3,8,8,8,6,6,"Comitán","0",246,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
247,19,7,"cps",3,8,8,8,6,6,"Comitán","0",247,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
248,19,7,"cps",3,8,8,8,6,6,"Comitán","0",248,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
249,19,7,"cps",3,8,8,8,6,6,"Comitán","0",249,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
250,19,7,"cps",3,8,8,8,6,6,"Comitán","0",250,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
251,19,7,"cps",3,8,8,8,6,6,"Comitán","0",251,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
252,19,7,"cps",3,8,8,8,6,6,"Comitán","0",252,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
253,19,7,"cps",3,8,8,8,6,6,"Comitán","0",253,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
254,19,7,"cps",3,8,8,8,6,6,"Comitán","0",254,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
255,19,7,"cps",3,8,8,8,6,6,"Comitán","0",255,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
256,19,7,"cps",3,8,8,8,6,6,"Comitán","0",256,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
257,19,7,"cps",3,8,8,8,6,6,"Comitán","0",257,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
258,19,7,"cps",3,8,8,8,6,6,"Comitán","0",258,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
259,19,7,"cps",3,8,8,8,6,6,"Comitán","0",259,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
260,19,7,"cps",3,8,8,8,6,6,"Comitán","0",260,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
261,19,7,"cps",3,8,8,8,6,6,"Comitán","0",261,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
262,19,7,"cps",3,8,8,8,6,6,"Comitán","0",262,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466,0.629,6,0.716
