"seccion","munn","edon","disloc2017","disloc2013","pobtot","esc1","esc3","SQ","dsi_pob"
362,1,25,7,3,123,22,7,3,0.237898829483039
363,1,25,7,3,2198,22,7,3,0.237898829483039
364,1,25,7,3,993,22,7,3,0.237898829483039
365,1,25,7,3,408,22,7,3,0.237898829483039
366,1,25,7,3,906,22,7,3,0.237898829483039
367,1,25,7,3,379,22,7,3,0.237898829483039
368,1,25,7,4,529,22,7,3,0.237898829483039
369,1,25,7,4,413,22,7,3,0.237898829483039
370,1,25,7,4,1576,22,7,3,0.237898829483039
371,1,25,7,4,958,22,7,3,0.237898829483039
372,1,25,7,4,335,22,7,3,0.237898829483039
373,1,25,7,4,624,22,7,3,0.237898829483039
374,1,25,7,4,502,22,7,3,0.237898829483039
375,1,25,7,4,467,22,7,3,0.237898829483039
376,1,25,7,4,88,22,7,3,0.237898829483039
377,1,25,7,4,198,22,7,3,0.237898829483039
378,1,25,7,4,531,22,7,3,0.237898829483039
379,1,25,7,4,1146,22,7,3,0.237898829483039
380,1,25,7,4,728,22,7,3,0.237898829483039
381,1,25,7,4,509,22,7,3,0.237898829483039
382,1,25,7,4,528,22,7,3,0.237898829483039
383,1,25,7,4,680,22,7,3,0.237898829483039
384,1,25,7,4,436,22,7,3,0.237898829483039
385,1,25,7,4,406,22,7,3,0.237898829483039
386,1,25,7,4,397,22,7,3,0.237898829483039
387,1,25,7,4,316,22,7,3,0.237898829483039
388,1,25,7,4,1155,22,7,3,0.237898829483039
389,1,25,7,4,939,22,7,3,0.237898829483039
390,1,25,7,4,1131,22,7,3,0.237898829483039
391,1,25,7,4,684,22,7,3,0.237898829483039
392,1,25,7,4,289,22,7,3,0.237898829483039
393,1,25,7,4,603,22,7,3,0.237898829483039
394,1,25,7,4,373,22,7,3,0.237898829483039
395,1,25,7,4,616,22,7,3,0.237898829483039
396,1,25,7,4,790,22,7,3,0.237898829483039
397,1,25,7,4,527,22,7,3,0.237898829483039
398,1,25,7,4,707,22,7,3,0.237898829483039
399,1,25,7,4,772,22,7,3,0.237898829483039
400,1,25,7,4,1291,22,7,3,0.237898829483039
401,1,25,7,4,361,22,7,3,0.237898829483039
402,1,25,7,4,362,22,7,3,0.237898829483039
403,1,25,7,4,632,22,7,3,0.237898829483039
404,1,25,7,4,810,22,7,3,0.237898829483039
405,1,25,7,3,509,22,7,3,0.237898829483039
406,1,25,7,4,1087,22,7,3,0.237898829483039
407,1,25,7,3,820,22,7,3,0.237898829483039
408,1,25,7,3,1278,22,7,3,0.237898829483039
409,1,25,7,3,450,22,7,3,0.237898829483039
410,1,25,7,4,1641,22,7,3,0.237898829483039
411,1,25,7,4,3103,22,7,3,0.237898829483039
412,1,25,7,4,734,22,7,3,0.237898829483039
413,1,25,7,4,1026,22,7,3,0.237898829483039
414,1,25,7,4,517,22,7,3,0.237898829483039
415,1,25,7,4,633,22,7,3,0.237898829483039
416,1,25,7,4,52,22,7,3,0.237898829483039
417,1,25,7,4,919,22,7,3,0.237898829483039
418,1,25,7,4,663,22,7,3,0.237898829483039
419,1,25,7,4,452,22,7,3,0.237898829483039
420,1,25,7,4,928,22,7,3,0.237898829483039
421,1,25,7,4,599,22,7,3,0.237898829483039
422,1,25,7,4,26,22,7,3,0.237898829483039
423,1,25,7,4,950,22,7,3,0.237898829483039
424,1,25,7,4,402,22,7,3,0.237898829483039
425,1,25,7,3,868,22,7,3,0.237898829483039
426,1,25,7,3,535,22,7,3,0.237898829483039
427,1,25,7,3,134,22,7,3,0.237898829483039
428,1,25,7,3,400,22,7,3,0.237898829483039
429,1,25,7,3,1100,22,7,3,0.237898829483039
430,1,25,7,3,169,22,7,3,0.237898829483039
431,1,25,7,3,432,22,7,3,0.237898829483039
432,1,25,7,3,214,22,7,3,0.237898829483039
433,1,25,7,4,264,22,7,3,0.237898829483039
434,1,25,7,3,1080,22,7,3,0.237898829483039
435,1,25,7,3,694,22,7,3,0.237898829483039
436,1,25,7,3,428,22,7,3,0.237898829483039
437,1,25,7,3,1137,22,7,3,0.237898829483039
438,1,25,7,3,828,22,7,3,0.237898829483039
439,1,25,7,3,991,22,7,3,0.237898829483039
440,1,25,7,3,1756,22,7,3,0.237898829483039
441,1,25,7,3,109,22,7,3,0.237898829483039
442,1,25,7,3,751,22,7,3,0.237898829483039
443,1,25,7,3,471,22,7,3,0.237898829483039
444,1,25,7,3,665,22,7,3,0.237898829483039
445,1,25,7,3,395,22,7,3,0.237898829483039
446,1,25,7,3,665,22,7,3,0.237898829483039
447,1,25,7,3,234,22,7,3,0.237898829483039
448,1,25,7,3,831,22,7,3,0.237898829483039
449,1,25,7,3,2765,22,7,3,0.237898829483039
450,1,25,7,3,1174,22,7,3,0.237898829483039
451,1,25,7,3,959,22,7,3,0.237898829483039
452,1,25,7,3,183,22,7,3,0.237898829483039
453,1,25,7,3,945,22,7,3,0.237898829483039
454,1,25,7,3,438,22,7,3,0.237898829483039
455,1,25,7,3,531,22,7,3,0.237898829483039
456,2,25,2,8,1151,1,2,9,0.633690162627166
457,2,25,2,8,422,1,2,9,0.633690162627166
458,2,25,2,8,234,1,2,9,0.633690162627166
459,2,25,2,8,320,1,2,9,0.633690162627166
460,2,25,2,8,234,1,2,9,0.633690162627166
461,2,25,2,8,687,1,2,9,0.633690162627166
462,2,25,2,8,707,1,2,9,0.633690162627166
463,2,25,2,8,403,1,2,9,0.633690162627166
464,2,25,2,8,979,1,2,9,0.633690162627166
465,2,25,2,8,1653,1,2,9,0.633690162627166
466,2,25,2,8,227,1,2,9,0.633690162627166
467,2,25,2,8,293,1,2,9,0.633690162627166
468,2,25,2,8,622,1,2,9,0.633690162627166
469,2,25,2,8,350,1,2,9,0.633690162627166
470,2,25,2,8,453,1,2,9,0.633690162627166
471,2,25,2,8,405,1,2,9,0.633690162627166
472,2,25,2,8,431,1,2,9,0.633690162627166
473,2,25,2,8,258,1,2,9,0.633690162627166
474,2,25,2,8,390,1,2,9,0.633690162627166
475,2,25,2,8,433,1,2,9,0.633690162627166
476,2,25,2,8,614,1,2,9,0.633690162627166
477,2,25,2,8,449,1,2,9,0.633690162627166
478,2,25,2,8,571,1,2,9,0.633690162627166
479,2,25,2,8,186,1,2,9,0.633690162627166
480,2,25,2,8,232,1,2,9,0.633690162627166
481,2,25,2,8,153,1,2,9,0.633690162627166
482,2,25,2,8,332,1,2,9,0.633690162627166
483,2,25,2,8,354,1,2,9,0.633690162627166
484,2,25,2,8,577,1,2,9,0.633690162627166
485,2,25,2,8,466,1,2,9,0.633690162627166
486,2,25,2,8,714,1,2,9,0.633690162627166
487,2,25,2,8,885,1,2,9,0.633690162627166
488,2,25,2,8,358,1,2,9,0.633690162627166
489,2,25,2,8,206,1,2,9,0.633690162627166
490,2,25,2,8,690,1,2,9,0.633690162627166
491,2,25,2,8,399,1,2,9,0.633690162627166
492,2,25,2,8,331,1,2,9,0.633690162627166
493,2,25,2,8,203,1,2,9,0.633690162627166
494,2,25,2,8,15,1,2,9,0.633690162627166
495,2,25,2,8,421,1,2,9,0.633690162627166
496,2,25,2,8,215,1,2,9,0.633690162627166
497,2,25,2,8,170,1,2,9,0.633690162627166
498,2,25,2,8,176,1,2,9,0.633690162627166
499,2,25,2,8,380,1,2,9,0.633690162627166
500,2,25,2,8,503,1,2,9,0.633690162627166
501,2,25,2,8,298,1,2,9,0.633690162627166
502,2,25,2,8,702,1,2,9,0.633690162627166
503,2,25,2,8,128,1,2,9,0.633690162627166
504,2,25,2,8,215,1,2,9,0.633690162627166
505,2,25,2,8,270,1,2,9,0.633690162627166
506,2,25,2,8,271,1,2,9,0.633690162627166
507,2,25,2,8,439,1,2,9,0.633690162627166
508,2,25,2,8,253,1,2,9,0.633690162627166
509,2,25,2,8,447,1,2,9,0.633690162627166
510,2,25,2,8,382,1,2,9,0.633690162627166
511,2,25,2,8,204,1,2,9,0.633690162627166
512,2,25,2,8,183,1,2,9,0.633690162627166
513,2,25,2,8,303,1,2,9,0.633690162627166
514,2,25,2,8,193,1,2,9,0.633690162627166
515,2,25,2,8,348,1,2,9,0.633690162627166
517,2,25,2,8,346,1,2,9,0.633690162627166
518,2,25,2,8,304,1,2,9,0.633690162627166
519,2,25,2,8,265,1,2,9,0.633690162627166
520,2,25,2,8,508,1,2,9,0.633690162627166
521,2,25,2,8,448,1,2,9,0.633690162627166
522,2,25,2,8,351,1,2,9,0.633690162627166
