"seccion","edon.x","edo","munn.x","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2015","X","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","prd_cnv1","pan_clv2","prd_clv2","esc1_panCLV1","esc1_prdCNV1","esc2_panCLV2","esc2_prdCLV2","E1","dsiE1_E3"
753,24,"san",26,5,4,7,7,13,13,746,24,26,5,11,14,11,5,11,14,0,1,1,0,6,0.526
754,24,"san",26,5,4,7,7,13,13,747,24,26,5,11,14,11,5,11,14,0,1,1,0,6,0.526
755,24,"san",26,5,4,7,7,13,13,748,24,26,5,11,14,11,5,11,14,0,1,1,0,6,0.526
756,24,"san",26,5,4,7,7,13,13,749,24,26,5,11,14,11,5,11,14,0,1,1,0,6,0.526
757,24,"san",27,4,3,3,3,11,10,750,24,27,2,9,3,9,2,9,3,0,1,1,0,7,0.424
758,24,"san",27,4,3,3,3,11,10,751,24,27,2,9,3,9,2,9,3,0,1,1,0,7,0.424
759,24,"san",27,4,3,3,3,11,10,752,24,27,2,9,3,9,2,9,3,0,1,1,0,7,0.424
760,24,"san",27,4,3,3,3,11,10,753,24,27,2,9,3,9,2,9,3,0,1,1,0,7,0.424
761,24,"san",27,4,3,3,3,11,10,754,24,27,2,9,3,9,2,9,3,0,1,1,0,7,0.424
762,24,"san",27,4,3,3,3,11,10,755,24,27,2,9,3,9,2,9,3,0,1,1,0,7,0.424
763,24,"san",27,4,3,3,3,11,10,756,24,27,2,9,3,9,2,9,3,0,1,1,0,7,0.424
764,24,"san",27,4,3,3,3,11,10,757,24,27,2,9,3,9,2,9,3,0,1,1,0,7,0.424
765,24,"san",27,4,3,3,3,11,10,758,24,27,2,9,3,9,2,9,3,0,1,1,0,7,0.424
766,24,"san",27,4,3,3,3,11,10,759,24,27,2,9,3,9,2,9,3,0,1,1,0,7,0.424
767,24,"san",27,4,3,3,3,11,10,760,24,27,2,9,3,9,2,9,3,0,1,1,0,7,0.424
768,24,"san",27,4,3,3,3,11,10,761,24,27,2,9,3,9,2,9,3,0,1,1,0,7,0.424
769,24,"san",27,4,3,3,3,11,10,762,24,27,2,9,3,9,2,9,3,0,1,1,0,7,0.424
770,24,"san",27,4,3,3,3,11,10,763,24,27,2,9,3,9,2,9,3,0,1,1,0,7,0.424
771,24,"san",27,4,3,3,3,11,10,764,24,27,2,9,3,9,2,9,3,0,1,1,0,7,0.424
772,24,"san",27,4,3,3,3,11,10,765,24,27,2,9,3,9,2,9,3,0,1,1,0,7,0.424
773,24,"san",28,1,5,5,5,2,5,766,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
774,24,"san",28,1,5,5,5,5,5,767,24,28,14,6,8,6,14,6,10,0,1,1,0,15,0.268
775,24,"san",28,1,5,5,5,5,5,768,24,28,14,6,8,6,14,6,8,0,1,1,0,15,0.268
776,24,"san",28,1,5,5,5,5,5,769,24,28,14,6,8,6,14,6,8,0,1,1,0,15,0.268
777,24,"san",28,1,5,5,5,2,5,770,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
778,24,"san",28,1,5,5,5,2,5,771,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
779,24,"san",28,1,5,5,5,2,5,772,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
780,24,"san",28,1,5,5,5,2,5,773,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
781,24,"san",28,1,5,5,5,5,5,774,24,28,14,6,8,6,14,6,10,0,1,1,0,15,0.268
782,24,"san",28,1,5,5,5,5,5,775,24,28,14,6,8,6,14,6,8,0,1,1,0,15,0.268
783,24,"san",28,1,5,5,5,2,5,776,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
784,24,"san",28,1,5,5,5,2,5,777,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
785,24,"san",28,1,5,5,5,2,5,778,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
786,24,"san",28,1,5,5,5,2,5,779,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
787,24,"san",28,1,5,5,5,7,5,780,24,28,14,6,9,6,14,6,9,0,1,1,0,10,0.301
788,24,"san",28,1,5,5,5,2,5,781,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
789,24,"san",28,1,5,5,5,2,5,782,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
790,24,"san",28,1,5,5,5,2,5,783,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
791,24,"san",28,1,5,5,5,5,5,784,24,28,14,6,8,6,14,6,8,0,1,1,0,15,0.268
792,24,"san",28,1,5,5,5,5,5,785,24,28,14,5,8,5,14,5,8,0,1,1,0,15,0.268
793,24,"san",28,1,5,5,5,2,5,786,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
794,24,"san",28,1,5,5,5,2,5,787,24,28,14,6,10,6,14,6,9,0,1,1,0,10,0.314
795,24,"san",28,1,5,5,5,2,5,788,24,28,14,6,10,6,14,6,9,0,1,1,0,10,0.314
796,24,"san",28,1,5,5,5,2,5,789,24,28,14,6,10,6,14,6,9,0,1,1,0,10,0.314
797,24,"san",28,1,5,5,5,7,5,790,24,28,14,6,9,6,14,6,9,0,1,1,0,10,0.301
798,24,"san",28,1,5,5,5,7,5,791,24,28,12,4,9,4,12,4,9,0,1,1,0,10,0.301
799,24,"san",28,1,5,5,5,2,5,792,24,28,14,6,10,6,14,6,9,0,1,1,0,10,0.314
800,24,"san",28,1,5,5,5,2,5,793,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
801,24,"san",28,1,5,5,5,2,5,794,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
802,24,"san",28,1,5,5,5,2,5,795,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
803,24,"san",28,1,5,5,5,2,5,796,24,28,14,6,10,6,14,6,9,0,1,1,0,10,0.314
804,24,"san",28,1,5,5,5,2,5,797,24,28,14,6,10,6,14,6,9,0,1,1,0,10,0.314
805,24,"san",28,1,5,5,5,7,5,798,24,28,14,6,9,6,14,6,9,0,1,1,0,10,0.301
806,24,"san",28,1,5,5,5,2,5,799,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
807,24,"san",28,1,5,5,5,2,5,800,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
808,24,"san",28,1,5,5,5,5,5,801,24,28,14,5,8,5,14,5,8,0,1,1,0,15,0.268
809,24,"san",28,1,5,5,5,5,7,802,24,28,14,5,8,5,14,5,8,0,1,1,0,15,0.268
810,24,"san",28,1,5,5,5,2,7,803,24,28,14,5,10,5,14,5,10,0,1,1,0,10,0.314
811,24,"san",28,1,5,5,5,2,5,804,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
812,24,"san",28,1,5,5,5,2,5,805,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
813,24,"san",28,1,5,5,5,2,5,806,24,28,14,6,10,6,14,6,9,0,1,1,0,10,0.314
814,24,"san",28,1,5,5,5,2,5,807,24,28,14,6,10,6,14,6,9,0,1,1,0,10,0.314
815,24,"san",28,1,5,5,5,2,5,808,24,28,14,6,10,6,14,6,9,0,1,1,0,10,0.314
816,24,"san",28,1,5,5,5,2,5,809,24,28,14,6,10,6,14,6,9,0,1,1,0,10,0.314
817,24,"san",28,1,5,5,5,2,5,810,24,28,14,6,10,6,14,6,9,0,1,1,0,10,0.314
818,24,"san",28,1,5,5,5,2,5,811,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
819,24,"san",28,1,5,5,5,2,5,812,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
820,24,"san",28,1,5,5,5,2,5,813,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
821,24,"san",28,1,5,5,5,2,5,814,24,28,14,6,10,6,14,6,10,0,1,1,0,10,0.314
822,24,"san",28,1,5,5,5,2,7,815,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
823,24,"san",28,1,5,5,5,2,7,816,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
824,24,"san",28,1,5,5,5,2,7,817,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
825,24,"san",28,1,5,5,5,2,7,818,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
826,24,"san",28,1,5,5,5,2,7,819,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
827,24,"san",28,1,5,5,5,2,7,820,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
828,24,"san",28,1,5,5,5,7,7,821,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
829,24,"san",28,1,5,5,5,7,7,822,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
830,24,"san",28,1,5,5,5,7,7,823,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
831,24,"san",28,1,5,5,5,7,7,824,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
832,24,"san",28,1,5,5,5,7,7,825,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
833,24,"san",28,1,5,5,5,7,7,826,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
834,24,"san",28,1,5,5,5,7,7,827,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
835,24,"san",28,1,5,5,5,2,7,828,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
836,24,"san",28,1,5,5,5,2,7,829,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
837,24,"san",28,1,5,5,5,2,7,830,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
838,24,"san",28,1,5,5,5,2,6,831,24,28,11,5,10,5,11,5,8,0,1,1,0,10,0.314
839,24,"san",28,1,5,5,5,2,6,832,24,28,11,5,10,5,11,5,8,0,1,1,0,10,0.314
840,24,"san",28,1,5,5,5,2,6,833,24,28,11,5,10,5,11,5,8,0,1,1,0,10,0.314
841,24,"san",28,1,5,5,5,2,6,834,24,28,14,5,10,5,14,5,8,0,1,1,0,10,0.314
842,24,"san",28,1,5,5,5,2,7,835,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
843,24,"san",28,1,5,5,5,2,7,836,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
844,24,"san",28,1,5,5,5,2,7,837,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
845,24,"san",28,1,5,5,5,7,7,838,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
846,24,"san",28,1,5,5,5,7,7,839,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
847,24,"san",28,1,5,5,5,7,7,840,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
848,24,"san",28,1,5,5,5,7,7,841,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
849,24,"san",28,1,5,5,5,2,6,842,24,28,10,5,10,5,10,5,8,0,1,1,0,10,0.314
850,24,"san",28,1,5,5,5,2,6,843,24,28,10,5,10,5,10,5,8,0,1,1,0,10,0.314
851,24,"san",28,1,5,6,6,2,6,844,24,28,11,5,10,5,11,5,8,0,1,1,0,10,0.314
852,24,"san",28,1,5,5,5,2,6,845,24,28,11,5,10,5,11,5,8,0,1,1,0,10,0.314
853,24,"san",28,1,5,5,5,2,6,846,24,28,10,5,10,5,10,5,8,0,1,1,0,10,0.314
854,24,"san",28,1,5,5,5,2,6,847,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
855,24,"san",28,1,5,5,5,2,6,848,24,28,10,5,10,5,10,5,8,0,1,1,0,10,0.314
856,24,"san",28,1,5,5,5,2,6,849,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
857,24,"san",28,1,5,5,5,2,7,850,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
858,24,"san",28,1,5,5,5,2,7,851,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
859,24,"san",28,1,5,5,5,7,7,852,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
860,24,"san",28,1,5,5,5,2,7,853,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
861,24,"san",28,1,5,5,5,2,7,854,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
862,24,"san",28,1,5,5,5,2,7,855,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
863,24,"san",28,1,5,6,6,2,6,856,24,28,11,5,10,5,11,5,8,0,1,1,0,10,0.314
864,24,"san",28,1,5,5,5,2,6,857,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
865,24,"san",28,1,5,5,5,2,7,858,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
866,24,"san",28,1,5,5,5,7,7,859,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
867,24,"san",28,1,5,5,5,7,7,860,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
868,24,"san",28,1,5,5,5,7,7,861,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
869,24,"san",28,1,5,5,5,2,7,862,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
870,24,"san",28,1,5,5,5,2,7,863,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
871,24,"san",28,1,5,5,5,2,7,864,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
872,24,"san",28,1,5,5,5,2,7,865,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
873,24,"san",28,1,5,5,5,2,6,866,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
874,24,"san",28,1,5,5,5,2,6,867,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
875,24,"san",28,1,5,6,6,2,6,868,24,28,10,5,10,5,10,5,8,0,1,1,0,10,0.314
876,24,"san",28,1,5,6,6,2,6,869,24,28,10,5,10,5,10,5,8,0,1,1,0,10,0.314
877,24,"san",28,1,5,6,6,2,6,870,24,28,11,5,10,5,11,5,8,0,1,1,0,10,0.314
878,24,"san",28,1,5,6,6,2,6,871,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
879,24,"san",28,1,5,6,6,2,6,872,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
880,24,"san",28,1,5,5,5,2,6,873,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
881,24,"san",28,1,5,5,5,2,7,874,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
882,24,"san",28,1,5,5,5,2,7,875,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
883,24,"san",28,1,5,5,5,7,7,876,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
884,24,"san",28,1,5,5,5,7,7,877,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
885,24,"san",28,1,5,5,5,7,7,878,24,28,12,4,9,4,12,4,9,0,1,1,0,10,0.301
886,24,"san",28,1,5,5,5,7,7,879,24,28,12,4,9,4,12,4,9,0,1,1,0,10,0.301
887,24,"san",28,1,5,5,5,7,7,880,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
888,24,"san",28,1,5,5,5,7,7,881,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
889,24,"san",28,1,5,5,5,7,7,882,24,28,10,4,9,4,10,4,10,0,1,1,0,10,0.301
890,24,"san",28,1,5,5,5,7,7,883,24,28,10,4,9,4,10,4,10,0,1,1,0,10,0.301
891,24,"san",28,1,5,5,5,7,7,884,24,28,10,4,9,4,10,4,10,0,1,1,0,10,0.301
892,24,"san",28,1,5,5,5,2,7,885,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
893,24,"san",28,1,5,5,5,2,7,886,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
894,24,"san",28,1,5,5,5,2,6,887,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
895,24,"san",28,1,5,5,5,2,6,888,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
896,24,"san",28,1,5,6,6,2,6,889,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
897,24,"san",28,1,5,6,6,2,6,890,24,28,15,5,10,5,15,5,10,0,1,1,0,10,0.314
898,24,"san",28,1,5,6,6,2,6,891,24,28,15,5,10,5,15,5,10,0,1,1,0,10,0.314
899,24,"san",28,1,5,6,6,2,6,892,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
900,24,"san",28,1,5,6,6,2,6,893,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
901,24,"san",28,1,5,6,6,2,6,894,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
902,24,"san",28,1,5,6,6,2,6,895,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
903,24,"san",28,1,5,5,5,2,7,896,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
904,24,"san",28,1,5,5,5,7,7,897,24,28,10,4,9,4,10,4,10,0,1,1,0,10,0.301
905,24,"san",28,1,5,5,5,7,7,898,24,28,10,4,9,4,10,4,10,0,1,1,0,10,0.301
906,24,"san",28,1,5,5,5,7,7,899,24,28,10,4,9,4,10,4,10,0,1,1,0,10,0.301
907,24,"san",28,1,5,5,5,7,7,900,24,28,10,4,9,4,10,4,10,0,1,1,0,10,0.301
908,24,"san",28,1,5,5,5,7,7,901,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
909,24,"san",28,1,5,5,5,7,7,902,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
910,24,"san",28,1,5,5,5,7,7,903,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
911,24,"san",28,1,5,5,5,7,7,904,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
912,24,"san",28,1,5,5,5,7,7,905,24,28,12,4,9,4,12,4,9,0,1,1,0,10,0.301
913,24,"san",28,1,5,5,5,7,7,906,24,28,12,4,9,4,12,4,9,0,1,1,0,10,0.301
914,24,"san",28,1,5,5,5,7,7,907,24,28,12,4,9,4,12,4,9,0,1,1,0,10,0.301
915,24,"san",28,1,5,5,5,7,7,908,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
916,24,"san",28,1,5,5,5,7,7,909,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
917,24,"san",28,1,5,5,5,7,7,910,24,28,10,4,9,4,10,4,10,0,1,1,0,10,0.301
918,24,"san",28,1,6,5,5,2,7,911,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
919,24,"san",28,1,6,6,6,2,6,912,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
920,24,"san",28,1,6,6,6,2,6,913,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
921,24,"san",28,1,6,6,6,2,6,914,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
922,24,"san",28,1,6,6,6,8,6,915,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
923,24,"san",28,1,6,6,6,8,8,916,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
924,24,"san",28,1,6,6,6,8,6,917,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
925,24,"san",28,1,6,6,6,2,6,918,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
926,24,"san",28,1,6,6,6,2,6,919,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
927,24,"san",28,1,6,6,6,2,6,920,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
928,24,"san",28,1,6,5,5,2,7,921,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
929,24,"san",28,1,5,5,5,7,7,922,24,28,12,4,9,4,12,4,9,0,1,1,0,10,0.301
930,24,"san",28,1,5,5,5,7,7,923,24,28,12,4,9,4,12,4,9,0,1,1,0,10,0.301
931,24,"san",28,1,6,6,6,2,6,924,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
932,24,"san",28,1,6,6,6,2,6,925,24,28,10,5,10,5,10,5,10,0,1,1,0,10,0.314
933,24,"san",28,1,6,6,6,8,8,926,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
934,24,"san",28,1,6,6,6,8,8,927,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
935,24,"san",28,1,6,6,6,8,8,928,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
936,24,"san",28,1,6,6,6,8,6,929,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
937,24,"san",28,1,6,6,6,8,8,930,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
938,24,"san",28,1,6,6,6,8,8,931,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
939,24,"san",28,1,6,6,6,8,8,932,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
940,24,"san",28,1,6,6,6,8,8,933,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
941,24,"san",28,1,6,6,6,8,8,934,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
942,24,"san",28,1,6,6,6,8,8,935,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
943,24,"san",28,1,6,6,6,8,8,936,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
944,24,"san",28,1,6,6,6,8,8,937,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
945,24,"san",28,1,6,6,6,8,8,938,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
946,24,"san",28,1,6,6,6,8,8,939,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
947,24,"san",28,1,6,6,6,8,8,940,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
948,24,"san",28,1,6,6,6,8,8,941,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
949,24,"san",28,1,6,6,6,8,8,942,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
950,24,"san",28,1,6,6,6,8,8,943,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
951,24,"san",28,1,6,6,6,6,6,944,24,28,10,5,12,5,10,5,12,0,1,1,0,10,0.168
952,24,"san",28,1,6,6,6,8,8,945,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
953,24,"san",28,1,6,6,6,8,8,946,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
954,24,"san",28,1,6,6,6,8,8,947,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
955,24,"san",28,1,6,6,6,8,8,948,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
956,24,"san",28,1,6,6,6,8,8,949,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
957,24,"san",28,1,6,6,6,8,8,950,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
958,24,"san",28,1,6,6,6,8,8,951,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
959,24,"san",28,1,6,6,6,8,8,952,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
960,24,"san",28,1,6,6,6,8,8,953,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
961,24,"san",28,1,6,6,6,8,8,954,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
962,24,"san",28,1,6,6,6,8,8,955,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
963,24,"san",28,1,6,6,6,8,8,956,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
964,24,"san",28,1,6,6,6,8,8,957,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
965,24,"san",28,1,6,6,6,8,8,958,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
966,24,"san",28,1,6,6,6,8,8,959,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
967,24,"san",28,1,6,6,6,8,8,960,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
968,24,"san",28,1,6,6,6,8,8,961,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
969,24,"san",28,1,6,6,6,8,8,962,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
970,24,"san",28,1,6,6,6,8,8,963,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
971,24,"san",28,1,6,6,6,8,8,964,24,28,15,7,11,7,15,7,11,0,1,1,0,15,0.286
973,24,"san",28,1,6,6,6,8,8,965,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
974,24,"san",28,1,6,6,6,8,8,966,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
975,24,"san",28,1,6,6,6,8,8,967,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
976,24,"san",28,1,6,6,6,8,8,968,24,28,13,7,11,7,13,7,11,0,1,1,0,15,0.286
977,24,"san",28,1,6,6,6,6,8,969,24,28,13,7,12,7,13,7,12,0,1,1,0,10,0.168
978,24,"san",28,1,6,6,6,6,8,970,24,28,13,7,12,7,13,7,12,0,1,1,0,10,0.168
979,24,"san",28,1,6,6,6,6,8,971,24,28,13,7,12,7,13,7,12,0,1,1,0,10,0.168
980,24,"san",28,1,6,6,6,6,8,972,24,28,13,7,12,7,13,7,12,0,1,1,0,10,0.168
981,24,"san",28,1,6,6,6,6,8,973,24,28,13,7,12,7,13,7,12,0,1,1,0,10,0.168
982,24,"san",28,1,5,5,5,7,7,974,24,28,12,4,9,4,12,4,9,0,1,1,0,10,0.301
983,24,"san",28,1,5,5,5,7,7,975,24,28,12,4,9,4,12,4,9,0,1,1,0,10,0.301
984,24,"san",28,1,5,5,5,7,7,976,24,28,12,4,9,4,12,4,9,0,1,1,0,10,0.301
985,24,"san",28,1,5,5,5,2,7,977,24,28,10,4,10,4,10,4,10,0,1,1,0,10,0.314
986,24,"san",28,6,6,5,5,7,7,978,24,28,10,4,9,4,10,4,10,0,1,1,0,10,0.301
987,24,"san",28,6,6,5,5,7,7,979,24,28,10,4,9,4,10,4,10,0,1,1,0,10,0.301
988,24,"san",28,6,6,6,6,7,7,980,24,28,10,4,9,4,10,4,10,0,1,1,0,10,0.301
989,24,"san",28,6,6,6,6,7,7,981,24,28,10,4,9,4,10,4,10,0,1,1,0,10,0.301
990,24,"san",28,6,6,6,6,6,6,982,24,28,10,4,12,4,10,4,12,0,1,1,0,10,0.168
991,24,"san",28,6,6,6,6,6,6,983,24,28,10,4,12,4,10,4,12,0,1,1,0,10,0.168
992,24,"san",28,6,6,6,6,6,6,984,24,28,10,5,12,5,10,5,12,0,1,1,0,10,0.168
993,24,"san",28,6,6,6,6,6,6,985,24,28,10,5,12,5,10,5,12,0,1,1,0,10,0.168
994,24,"san",28,6,6,6,6,6,6,986,24,28,10,5,12,5,10,5,12,0,1,1,0,10,0.168
995,24,"san",28,6,6,6,6,6,6,987,24,28,10,5,12,5,10,5,12,0,1,1,0,10,0.168
996,24,"san",28,6,6,6,6,7,7,988,24,28,10,4,9,4,10,4,10,0,1,1,0,10,0.301
997,24,"san",28,6,6,5,5,7,7,989,24,28,10,4,9,4,10,4,10,0,1,1,0,10,0.301
998,24,"san",28,6,6,5,5,7,7,990,24,28,10,4,9,4,10,4,10,0,1,1,0,10,0.301
999,24,"san",28,6,6,5,5,7,7,991,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
1000,24,"san",28,6,5,5,5,7,7,992,24,28,12,4,9,4,12,4,9,0,1,1,0,10,0.301
1001,24,"san",28,6,5,5,5,7,7,993,24,28,12,4,9,4,12,4,9,0,1,1,0,10,0.301
1002,24,"san",28,6,5,5,5,7,7,994,24,28,12,4,9,4,12,4,9,0,1,1,0,10,0.301
1003,24,"san",28,6,5,5,5,7,7,995,24,28,12,4,9,4,12,4,9,0,1,1,0,10,0.301
1004,24,"san",28,6,6,5,5,7,7,996,24,28,10,4,9,4,10,4,9,0,1,1,0,10,0.301
