"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","mun","disloc2015","disloc2018","X","edon.y","munn.y","escenario1","escenario2","escenario3","morena_clv1","pan_cnv1","pes_clv1","prd_clv1","pri_clv1","pvem_clv1","mc_clv2","pan_cnv2","pes_clv2","prd_cnv2","pri_clv2","pvem_clv2","esc1_morCLV1","esc1_panCNV1","esc1_pesCLV1","esc1_prdCLV1","esc1_priCLV1","esc1_pvemCLV1","esc2_mcCLV2","esc2_panCNV2","esc2_pesCLV2","esc2_prdCNV2","esc2_priCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
1571,40,19,"nl",7,6,6,6,"monterrey",1,3,1532,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351,0.351,21,1
1572,40,19,"nl",7,6,6,6,"monterrey",1,3,1533,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351,0.351,21,1
1573,40,19,"nl",7,6,6,6,"monterrey",1,3,1534,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351,0.351,21,1
1574,40,19,"nl",7,6,6,6,"monterrey",4,3,1535,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351,0.351,21,1
1575,40,19,"nl",7,6,6,6,"monterrey",4,3,1536,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351,0.351,21,1
1576,40,19,"nl",7,6,6,6,"monterrey",4,3,1537,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351,0.351,21,1
1577,40,19,"nl",7,6,6,6,"monterrey",4,3,1538,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351,0.351,21,1
1578,40,19,"nl",7,6,6,6,"monterrey",3,3,1539,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351,0.351,21,1
1579,40,19,"nl",7,6,6,6,"monterrey",3,3,1540,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351,0.351,21,1
1580,40,19,"nl",7,6,6,6,"monterrey",3,3,1541,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351,0.351,21,1
1581,40,19,"nl",7,6,6,6,"monterrey",3,3,1542,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351,0.351,21,1
1582,40,19,"nl",7,6,6,6,"monterrey",3,2,1543,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376,0.376,22,1
1583,40,19,"nl",7,6,6,6,"monterrey",3,2,1544,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376,0.376,22,1
1584,40,19,"nl",7,6,6,6,"monterrey",3,2,1545,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376,0.376,22,1
1585,40,19,"nl",7,6,6,6,"monterrey",3,2,1546,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376,0.376,22,1
1586,40,19,"nl",7,6,6,6,"monterrey",3,2,1547,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376,0.376,22,1
1587,40,19,"nl",7,6,6,6,"monterrey",3,2,1548,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376,0.376,22,1
1588,40,19,"nl",7,5,5,5,"monterrey",2,2,1549,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376,0.376,22,1
1589,40,19,"nl",7,5,5,5,"monterrey",2,2,1550,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376,0.376,22,1
1590,40,19,"nl",7,5,5,5,"monterrey",2,11,1551,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1591,40,19,"nl",7,5,5,5,"monterrey",2,11,1552,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1592,40,19,"nl",7,5,5,5,"monterrey",2,11,1553,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1593,40,19,"nl",7,5,5,5,"monterrey",2,2,1554,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376,0.376,22,1
1594,40,19,"nl",7,6,7,6,"monterrey",3,2,1555,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376,0.376,22,1
1595,40,19,"nl",7,6,7,6,"monterrey",3,2,1556,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376,0.376,22,1
1596,40,19,"nl",7,6,6,6,"monterrey",3,2,1557,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376,0.376,22,1
1597,40,19,"nl",7,6,6,6,"monterrey",3,3,1558,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351,0.351,21,1
1598,40,19,"nl",7,6,6,6,"monterrey",4,3,1559,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351,0.351,21,1
1599,40,19,"nl",7,6,6,6,"monterrey",4,3,1560,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351,0.351,21,1
1600,40,19,"nl",7,6,6,6,"monterrey",4,3,1561,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351,0.351,21,1
1601,40,19,"nl",7,6,6,6,"monterrey",4,3,1562,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351,0.351,21,1
1602,40,19,"nl",7,6,6,6,"monterrey",4,3,1563,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351,0.351,21,1
1603,40,19,"nl",7,6,6,6,"monterrey",4,4,1564,19,40,20,20,20,17,20,17,17,17,20,20,20,20,18,23,20,0,1,0,0,0,1,1,1,1,0,0,1,4,0.438,0.44,20,0.994
1604,40,19,"nl",7,6,6,6,"monterrey",4,4,1565,19,40,20,20,20,17,20,17,17,17,20,20,20,20,18,20,20,0,1,0,0,0,1,1,1,1,0,1,1,4,0.438,0.44,20,0.994
1605,40,19,"nl",7,6,6,6,"monterrey",4,4,1566,19,40,20,20,20,17,20,17,17,17,20,20,20,20,24,23,20,0,1,0,0,0,1,1,1,1,0,0,1,4,0.438,0.44,20,0.994
1606,40,19,"nl",7,6,7,6,"monterrey",3,2,1567,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376,0.376,22,1
1607,40,19,"nl",7,6,7,6,"monterrey",3,2,1568,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376,0.376,22,1
1608,40,19,"nl",7,6,7,6,"monterrey",3,2,1569,19,40,22,22,22,16,22,16,16,16,22,22,22,22,19,19,22,0,1,0,0,0,1,1,1,1,0,0,1,2,0.376,0.376,22,1
1609,40,19,"nl",7,6,7,6,"monterrey",3,4,1570,19,40,20,20,20,17,20,17,17,17,20,20,20,20,18,20,20,0,1,0,0,0,1,1,1,1,0,1,1,4,0.438,0.44,20,0.994
1610,40,19,"nl",7,6,7,6,"monterrey",3,4,1571,19,40,20,20,20,17,20,17,17,17,20,20,20,20,18,20,20,0,1,0,0,0,1,1,1,1,0,1,1,4,0.438,0.44,20,0.994
1611,40,19,"nl",7,6,7,6,"monterrey",3,4,1572,19,40,20,20,20,17,20,17,17,17,20,20,20,20,18,20,20,0,1,0,0,0,1,1,1,1,0,1,1,4,0.438,0.44,20,0.994
1612,40,19,"nl",8,5,5,5,"monterrey",2,11,1573,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1613,40,19,"nl",8,5,5,5,"monterrey",2,11,1574,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1614,40,19,"nl",8,5,5,5,"monterrey",2,11,1575,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1615,40,19,"nl",8,5,5,5,"monterrey",2,11,1576,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1616,40,19,"nl",8,5,5,5,"monterrey",2,11,1577,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1617,40,19,"nl",8,5,5,5,"monterrey",2,11,1578,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1618,40,19,"nl",8,5,5,5,"monterrey",2,11,1579,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1619,40,19,"nl",8,5,5,5,"monterrey",2,11,1580,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1620,40,19,"nl",8,5,5,5,"monterrey",2,11,1581,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1621,40,19,"nl",8,5,5,5,"monterrey",2,11,1582,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1622,40,19,"nl",8,5,7,6,"monterrey",2,11,1583,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1623,40,19,"nl",8,5,7,6,"monterrey",2,11,1584,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1624,40,19,"nl",8,5,7,6,"monterrey",2,11,1585,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1625,40,19,"nl",8,5,7,6,"monterrey",2,11,1586,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1626,40,19,"nl",8,5,7,6,"monterrey",2,11,1587,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1627,40,19,"nl",8,5,7,6,"monterrey",2,11,1588,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1628,40,19,"nl",8,7,7,6,"monterrey",6,11,1589,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1629,40,19,"nl",8,7,7,6,"monterrey",6,11,1590,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1630,40,19,"nl",8,7,7,6,"monterrey",6,11,1591,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1631,40,19,"nl",8,7,7,6,"monterrey",6,11,1592,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1632,40,19,"nl",8,7,7,6,"monterrey",6,11,1593,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1633,40,19,"nl",8,7,7,6,"monterrey",6,11,1594,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1634,40,19,"nl",8,7,7,6,"monterrey",6,11,1595,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1635,40,19,"nl",8,7,7,6,"monterrey",6,11,1596,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1636,40,19,"nl",8,7,7,6,"monterrey",6,11,1597,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1637,40,19,"nl",8,7,7,6,"monterrey",6,11,1598,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1638,40,19,"nl",8,7,7,6,"monterrey",6,11,1599,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1639,40,19,"nl",8,7,7,6,"monterrey",6,11,1600,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1641,40,19,"nl",8,7,7,10,"monterrey",6,11,1601,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1642,40,19,"nl",8,7,7,10,"monterrey",6,11,1602,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1643,40,19,"nl",8,7,7,6,"monterrey",6,11,1603,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1644,40,19,"nl",8,7,7,6,"monterrey",6,11,1604,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1645,40,19,"nl",8,7,7,6,"monterrey",6,11,1605,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1646,40,19,"nl",8,7,7,6,"monterrey",6,11,1606,19,40,19,19,19,19,19,19,19,19,19,19,19,19,18,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1647,40,19,"nl",8,7,7,6,"monterrey",6,11,1607,19,40,19,19,19,18,19,18,18,18,19,19,19,19,18,22,19,0,1,0,0,0,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1648,40,19,"nl",8,7,7,6,"monterrey",6,11,1608,19,40,19,19,19,19,19,19,19,19,19,19,19,19,18,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1649,40,19,"nl",8,7,7,6,"monterrey",6,11,1609,19,40,19,19,19,19,19,19,19,19,19,19,19,19,18,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1650,40,19,"nl",8,7,7,10,"monterrey",6,11,1610,19,40,19,19,19,19,19,19,19,19,19,19,19,19,22,22,19,1,1,1,1,1,1,1,1,1,0,0,1,11,0.166,0.169,19,0.974
1651,40,19,"nl",8,7,7,10,"monterrey",6,6,1611,19,40,19,19,18,18,19,18,18,18,19,19,19,18,22,22,19,0,1,0,0,0,1,1,1,0,0,0,1,6,0.166,0.335,18,0.969
1652,40,19,"nl",8,7,7,10,"monterrey",6,6,1612,19,40,19,19,18,18,19,18,18,18,19,19,19,18,22,22,19,0,1,0,0,0,1,1,1,0,0,0,1,6,0.166,0.335,18,0.969
1653,40,19,"nl",8,7,7,10,"monterrey",6,6,1613,19,40,19,19,18,18,19,18,18,18,19,19,19,18,22,22,19,0,1,0,0,0,1,1,1,0,0,0,1,6,0.166,0.335,18,0.969
1654,40,19,"nl",8,7,7,10,"monterrey",6,6,1614,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1655,40,19,"nl",8,7,7,10,"monterrey",6,6,1615,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1656,40,19,"nl",8,7,7,10,"monterrey",6,6,1616,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1657,40,19,"nl",8,7,7,10,"monterrey",6,6,1617,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1658,40,19,"nl",8,7,7,10,"monterrey",6,6,1618,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1659,40,19,"nl",8,7,7,10,"monterrey",6,6,1619,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1660,40,19,"nl",8,7,7,10,"monterrey",6,6,1620,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1661,40,19,"nl",8,7,7,10,"monterrey",6,6,1621,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1662,40,19,"nl",8,7,7,10,"monterrey",6,6,1622,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1663,40,19,"nl",8,7,7,10,"monterrey",6,6,1623,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1664,40,19,"nl",8,7,7,10,"monterrey",6,6,1624,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1665,40,19,"nl",8,7,7,10,"monterrey",6,6,1625,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1666,40,19,"nl",8,7,7,10,"monterrey",6,6,1626,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1667,40,19,"nl",8,7,7,10,"monterrey",6,6,1627,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1668,40,19,"nl",8,7,7,10,"monterrey",6,6,1628,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1669,40,19,"nl",8,7,7,10,"monterrey",6,6,1629,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1670,40,19,"nl",8,7,7,10,"monterrey",6,6,1630,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1671,40,19,"nl",8,7,7,10,"monterrey",6,6,1631,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1672,40,19,"nl",8,7,7,10,"monterrey",6,6,1632,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1673,40,19,"nl",8,7,7,10,"monterrey",6,6,1633,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1674,40,19,"nl",8,7,7,10,"monterrey",6,6,1634,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1675,40,19,"nl",8,7,7,10,"monterrey",6,6,1635,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1676,40,19,"nl",8,7,7,10,"monterrey",6,6,1636,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1677,40,19,"nl",8,7,7,10,"monterrey",6,6,1637,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1678,40,19,"nl",8,7,7,10,"monterrey",6,6,1638,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1679,40,19,"nl",8,7,10,10,"monterrey",6,6,1639,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1680,40,19,"nl",8,7,10,10,"monterrey",6,6,1640,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1681,40,19,"nl",8,7,10,10,"monterrey",6,6,1641,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1682,40,19,"nl",8,7,10,10,"monterrey",6,6,1642,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1683,40,19,"nl",8,7,10,10,"monterrey",6,6,1643,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1684,40,19,"nl",8,7,10,10,"monterrey",6,6,1644,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1685,40,19,"nl",8,7,10,10,"monterrey",6,6,1645,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1686,40,19,"nl",8,7,7,10,"monterrey",6,6,1646,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1687,40,19,"nl",8,7,10,10,"monterrey",6,6,1647,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1688,40,19,"nl",8,7,10,10,"monterrey",6,6,1648,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1689,40,19,"nl",8,7,10,10,"monterrey",6,6,1649,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1690,40,19,"nl",8,7,10,10,"monterrey",6,6,1650,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1691,40,19,"nl",8,7,10,10,"monterrey",6,6,1651,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1692,40,19,"nl",8,7,10,10,"monterrey",6,6,1652,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1693,40,19,"nl",8,7,10,10,"monterrey",6,6,1653,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1694,40,19,"nl",8,7,10,10,"monterrey",6,6,1654,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1695,40,19,"nl",8,7,10,10,"monterrey",6,6,1655,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1696,40,19,"nl",8,7,10,10,"monterrey",6,6,1656,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1697,40,19,"nl",8,7,10,10,"monterrey",6,6,1657,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1698,40,19,"nl",8,7,10,10,"monterrey",6,6,1658,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1699,40,19,"nl",8,7,10,10,"monterrey",6,6,1659,19,40,18,18,18,18,18,18,18,18,18,18,18,18,23,21,18,1,1,1,1,1,1,1,1,1,0,0,1,6,0.345,0.335,18,0.969
1700,41,19,"nl",6,2,12,7,"paras",22,21,1660,19,41,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432,0.489,1,0.911
