"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc1996","X","edon.y","munn.y","escenario1","escenario2","escenario3","panal_clv1","panal_cnv1","pes_clv1","pes_iee1","pri_clv1","pvem_clv1","morena_clv2","panal_clv2","pan_cnv2","pes_clv2","prd_clv2","prd_cnv2","prd_iee2","pri_clv2","pri_clv2.1","esc1_panalCLV1","esc1_panalCNV1","esc1_pesCLV1","esc1_pesIEE1","esc1_priCLV1","esc1_pvemCLV1","esc2_morCLV2","esc2_panalCLV2","esc2_panCNV2","esc2_pesCLV2","esc2_prdCLV2","esc2_prdCNV2","esc2_prdIEE2","esc2_priCLV2","esc2_priCLV2.1","SQ","dsiSQ_E3"
4862,105,15,"mex",12,19,15,19,18,18,4826,15,105,40,40,35,44,40,40,40,40,40,41,37,40,40,40,43,38,40,35,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,18,0.648
4863,105,15,"mex",12,19,15,19,18,18,4827,15,105,40,40,35,44,40,40,40,40,40,41,37,40,40,40,43,38,40,35,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,18,0.648
4864,105,15,"mex",12,19,15,19,18,18,4828,15,105,40,40,35,44,40,40,40,40,40,41,37,40,40,40,43,38,40,35,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,18,0.648
4865,105,15,"mex",12,19,15,19,18,18,4829,15,105,40,40,35,44,40,40,40,40,40,41,37,40,40,40,43,38,40,35,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,18,0.648
4866,105,15,"mex",12,19,15,19,18,18,4830,15,105,40,40,35,44,40,40,40,40,40,41,37,40,40,40,43,38,40,35,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,18,0.648
4867,105,15,"mex",12,19,15,19,18,18,4831,15,105,40,40,35,44,40,40,40,40,40,41,37,40,40,40,43,38,40,35,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,18,0.648
4868,105,15,"mex",12,19,19,19,18,18,4832,15,105,40,40,35,44,40,40,40,40,40,41,37,40,40,40,43,38,40,35,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,18,0.648
4869,105,15,"mex",14,15,19,19,18,18,4833,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4870,105,15,"mex",14,15,19,19,18,37,4834,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4871,105,15,"mex",14,15,19,19,18,37,4835,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4872,105,15,"mex",14,15,19,19,18,37,4836,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4873,105,15,"mex",14,15,19,19,18,37,4837,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4874,105,15,"mex",14,15,19,19,18,37,4838,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4875,105,15,"mex",14,15,19,19,18,37,4839,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4876,105,15,"mex",14,15,19,19,26,37,4840,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4877,105,15,"mex",14,15,19,19,26,37,4841,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4878,105,15,"mex",14,16,19,19,26,37,4842,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4879,105,15,"mex",14,16,19,19,26,37,4843,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4880,105,15,"mex",14,16,19,19,26,37,4844,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4881,105,15,"mex",14,16,19,19,26,37,4845,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4882,105,15,"mex",14,16,19,19,26,37,4846,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4883,105,15,"mex",14,16,19,19,26,37,4847,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4884,105,15,"mex",14,16,19,19,26,37,4848,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4885,105,15,"mex",14,16,19,19,26,37,4849,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4886,105,15,"mex",14,16,19,19,26,37,4850,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4887,105,15,"mex",14,16,19,19,26,37,4851,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4888,105,15,"mex",14,16,19,19,26,37,4852,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4889,105,15,"mex",14,16,19,19,26,37,4853,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4890,105,15,"mex",14,16,19,19,26,37,4854,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4891,105,15,"mex",14,16,19,19,26,37,4855,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4892,105,15,"mex",14,16,19,19,26,37,4856,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4893,105,15,"mex",14,16,19,19,26,37,4857,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4894,105,15,"mex",14,16,19,19,26,37,4858,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4895,105,15,"mex",14,16,19,19,26,37,4859,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4896,105,15,"mex",14,16,19,19,26,37,4860,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4897,105,15,"mex",14,16,19,19,26,37,4861,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4898,105,15,"mex",14,16,19,19,26,37,4862,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4899,105,15,"mex",14,16,19,19,26,37,4863,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4900,105,15,"mex",14,16,19,19,26,37,4864,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4901,105,15,"mex",14,16,19,19,26,37,4865,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4902,105,15,"mex",14,16,19,19,26,37,4866,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4903,105,15,"mex",14,16,19,19,26,37,4867,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4904,105,15,"mex",14,16,19,19,26,37,4868,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4905,105,15,"mex",14,16,19,19,26,37,4869,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4906,105,15,"mex",14,15,19,19,18,37,4870,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4907,105,15,"mex",14,15,19,19,18,37,4871,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4908,105,15,"mex",14,15,19,19,18,37,4872,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4909,105,15,"mex",14,15,19,19,18,37,4873,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4910,105,15,"mex",14,15,19,19,18,37,4874,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4911,105,15,"mex",14,15,19,19,18,37,4875,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4912,105,15,"mex",14,15,19,19,18,37,4876,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4913,105,15,"mex",14,15,19,19,18,18,4877,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4914,105,15,"mex",14,15,19,19,18,18,4878,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4915,105,15,"mex",14,15,19,19,18,18,4879,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4916,105,15,"mex",14,15,19,19,18,18,4880,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4917,105,15,"mex",14,15,19,19,18,18,4881,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4918,105,15,"mex",14,15,19,19,18,18,4882,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4919,105,15,"mex",14,15,19,19,18,18,4883,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4920,105,15,"mex",14,15,19,19,18,18,4884,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4921,105,15,"mex",14,15,19,19,18,18,4885,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4922,105,15,"mex",14,15,19,19,18,18,4886,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4923,105,15,"mex",14,15,19,19,18,18,4887,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4924,105,15,"mex",14,15,19,19,18,18,4888,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4925,105,15,"mex",14,15,19,19,18,37,4889,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4926,105,15,"mex",14,15,19,19,18,37,4890,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4927,105,15,"mex",14,15,19,19,18,37,4891,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4928,105,15,"mex",14,15,19,19,18,37,4892,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4929,105,15,"mex",14,15,19,19,18,37,4893,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4930,105,15,"mex",14,15,19,19,18,37,4894,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4931,105,15,"mex",14,16,19,19,18,37,4895,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4932,105,15,"mex",14,16,19,19,18,37,4896,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4933,105,15,"mex",14,16,19,19,18,37,4897,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4934,105,15,"mex",14,16,19,19,18,37,4898,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4935,105,15,"mex",14,16,19,19,26,37,4899,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4936,105,15,"mex",14,16,19,19,26,37,4900,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4937,105,15,"mex",14,16,19,19,26,37,4901,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4938,105,15,"mex",14,16,19,19,26,37,4902,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4939,105,15,"mex",14,16,19,19,26,37,4903,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4940,105,15,"mex",14,16,19,19,26,37,4904,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4941,105,15,"mex",14,16,19,19,26,37,4905,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4942,105,15,"mex",14,16,19,19,26,37,4906,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4943,105,15,"mex",14,16,19,19,26,37,4907,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4944,105,15,"mex",14,16,19,19,26,37,4908,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4945,105,15,"mex",14,15,19,19,18,37,4909,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4946,105,15,"mex",14,15,19,19,18,37,4910,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4947,105,15,"mex",14,15,19,19,18,37,4911,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4948,105,15,"mex",14,15,19,19,18,37,4912,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4949,105,15,"mex",14,15,19,19,18,37,4913,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4950,105,15,"mex",14,15,19,19,18,18,4914,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4951,105,15,"mex",14,15,19,19,18,18,4915,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4952,105,15,"mex",14,15,19,19,18,18,4916,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4953,105,15,"mex",14,15,19,19,18,37,4917,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4954,105,15,"mex",14,15,19,19,18,37,4918,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4955,105,15,"mex",14,15,19,19,18,37,4919,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4956,105,15,"mex",14,16,19,19,26,37,4920,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4957,105,15,"mex",14,16,19,19,26,37,4921,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4958,105,15,"mex",14,16,19,19,26,37,4922,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4959,105,15,"mex",14,16,19,19,26,37,4923,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4960,105,15,"mex",14,16,19,19,26,37,4924,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4961,105,15,"mex",14,16,19,19,26,37,4925,15,105,39,39,36,40,39,38,38,39,38,19,35,39,38,38,38,36,39,36,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,43,0.249
4962,105,15,"mex",14,15,19,19,18,37,4926,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4963,105,15,"mex",33,15,15,14,18,18,4927,15,105,40,40,35,43,40,40,40,40,40,41,37,39,40,40,43,38,40,35,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4964,105,15,"mex",33,15,15,14,18,18,4928,15,105,40,40,35,43,40,40,40,40,40,41,37,39,40,40,43,38,40,35,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4965,105,15,"mex",33,15,15,14,18,18,4929,15,105,40,40,35,43,40,40,40,40,40,41,37,39,40,40,43,38,40,35,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4966,105,15,"mex",33,15,15,14,18,18,4930,15,105,40,40,35,43,40,40,40,40,40,41,37,39,40,40,43,38,40,35,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4967,105,15,"mex",33,15,15,14,18,18,4931,15,105,40,40,35,43,40,40,40,40,40,41,37,39,40,40,43,38,40,35,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4968,105,15,"mex",33,15,19,19,18,18,4932,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4969,105,15,"mex",33,15,19,19,18,18,4933,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4970,105,15,"mex",33,15,19,19,18,18,4934,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4971,105,15,"mex",33,15,19,19,18,18,4935,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4972,105,15,"mex",33,15,19,19,18,18,4936,15,105,40,40,35,40,40,40,40,40,40,41,37,39,40,40,43,38,40,35,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4973,105,15,"mex",33,15,15,14,18,18,4937,15,105,40,40,35,43,40,40,40,40,40,41,37,39,40,40,43,38,40,35,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4974,105,15,"mex",33,15,15,14,18,18,4938,15,105,40,40,35,43,40,40,40,40,40,41,37,39,40,40,43,38,40,35,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4975,105,15,"mex",33,15,15,14,18,18,4939,15,105,40,40,35,43,40,40,40,40,40,41,37,39,40,40,43,38,40,35,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4976,105,15,"mex",33,15,15,14,18,18,4940,15,105,40,40,35,43,40,40,40,40,40,41,37,39,40,40,43,38,40,35,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4977,105,15,"mex",33,15,15,14,18,18,4941,15,105,40,40,35,43,40,40,40,40,40,41,37,39,40,40,43,38,40,35,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4978,105,15,"mex",33,15,15,14,18,18,4942,15,105,40,40,35,43,40,40,40,40,40,41,37,39,40,40,43,38,40,35,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4979,105,15,"mex",33,15,15,14,18,18,4943,15,105,40,40,35,43,40,40,40,40,40,41,37,39,40,40,43,38,40,35,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4980,105,15,"mex",33,15,15,14,18,18,4944,15,105,40,40,35,43,40,40,40,40,40,41,37,39,40,40,43,38,40,35,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4981,105,15,"mex",33,15,15,14,18,18,4945,15,105,40,40,35,43,40,40,40,40,40,41,37,39,40,40,43,38,40,35,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4982,105,15,"mex",33,15,15,14,18,18,4946,15,105,40,40,35,43,40,40,40,40,40,41,37,39,40,40,43,38,40,35,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4983,105,15,"mex",33,15,15,14,18,18,4947,15,105,40,40,35,43,40,40,40,40,40,41,37,40,40,40,43,38,40,35,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,18,0.648
4984,105,15,"mex",33,15,15,14,18,18,4948,15,105,40,40,35,43,40,40,40,40,40,41,37,39,40,40,43,38,40,35,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,18,0.648
4985,105,15,"mex",33,15,15,14,18,18,4949,15,105,40,40,35,43,40,40,40,40,40,41,37,40,40,40,43,38,40,35,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,18,0.648
4986,105,15,"mex",33,15,15,14,18,18,4950,15,105,40,40,35,43,40,40,40,40,40,41,37,40,40,40,43,38,40,35,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,18,0.648
4987,105,15,"mex",33,15,15,14,18,18,4951,15,105,40,40,35,43,40,40,40,40,40,41,37,40,40,40,43,38,40,35,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,18,0.648
4988,105,15,"mex",33,15,15,14,18,18,4952,15,105,40,40,35,43,40,40,40,40,40,41,37,40,40,40,43,38,40,35,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,18,0.648
4989,105,15,"mex",33,15,15,14,18,18,4953,15,105,40,40,35,43,40,40,40,40,40,41,37,40,40,40,43,38,40,35,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,18,0.648
4990,105,15,"mex",33,15,15,14,18,18,4954,15,105,40,40,35,43,40,40,40,40,40,41,37,40,40,40,43,38,40,35,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,18,0.648
4991,105,15,"mex",33,15,15,14,18,18,4955,15,105,40,40,35,44,40,40,40,40,40,41,37,40,40,40,43,38,40,35,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,18,0.648
4992,105,15,"mex",33,15,15,14,18,18,4956,15,105,40,40,35,43,40,40,40,40,40,41,37,40,40,40,43,38,40,35,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,18,0.648
4993,105,15,"mex",33,15,15,14,18,18,4957,15,105,40,40,35,43,40,40,40,40,40,41,37,40,40,40,43,38,40,35,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,18,0.648
4994,105,15,"mex",33,15,19,19,18,18,4958,15,105,40,40,35,40,40,40,40,40,40,41,37,40,40,40,43,38,40,35,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,18,0.648
