"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","pan_clv1","mc_clv2","pan_cnv2","prd_clv2","pri_clv2","esc1_mcCLV1","esc1_panCLV1","esc1_mcCLV1.1","esc2_mcCLV2","esc2_panCNV2","esc2_prdCLV2","esc2_priCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
175,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
176,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
177,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
178,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
179,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
180,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
181,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
182,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
183,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
184,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
185,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
186,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
187,13,14,"jal",8,15,15,15,8,15,14,13,7,8,8,1,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
188,14,14,"jal",9,17,17,19,7,17,14,14,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
189,14,14,"jal",9,17,17,19,7,17,14,14,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
190,14,14,"jal",9,17,17,19,7,17,14,14,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
191,14,14,"jal",9,17,17,19,7,17,14,14,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
192,14,14,"jal",9,17,17,19,7,17,14,14,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
193,14,14,"jal",9,17,17,19,7,17,14,14,9,7,7,7,7,7,7,20,7,0,0,0,1,1,0,1,17,0.603,0.496,9,0.429
194,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
195,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
196,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
197,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
198,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
199,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
200,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
201,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
202,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
203,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
204,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
205,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
206,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
207,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
208,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
209,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
210,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
211,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
212,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
213,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
214,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
215,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
216,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
217,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
218,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
219,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
220,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
221,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
222,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
223,15,14,"jal",11,18,18,18,4,18,14,15,4,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.293,0.605,8,0.455
224,16,14,"jal",8,15,15,15,8,15,14,16,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
225,16,14,"jal",8,15,15,15,8,15,14,16,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
226,16,14,"jal",8,15,15,15,8,15,14,16,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
227,16,14,"jal",8,15,15,15,8,15,14,16,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
228,16,14,"jal",8,15,15,15,8,15,14,16,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
229,16,14,"jal",8,15,15,15,8,15,14,16,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
230,16,14,"jal",8,15,15,15,8,15,14,16,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
231,16,14,"jal",8,15,15,15,8,15,14,16,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
232,16,14,"jal",8,15,15,15,8,15,14,16,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
233,16,14,"jal",8,15,15,15,8,15,14,16,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
235,16,14,"jal",8,15,15,15,8,15,14,16,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
236,16,14,"jal",8,15,15,15,8,15,14,16,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
237,16,14,"jal",8,15,15,15,8,15,14,16,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
238,16,14,"jal",8,15,15,15,8,15,14,16,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
239,16,14,"jal",8,15,15,15,8,15,14,16,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
240,16,14,"jal",8,15,15,15,8,15,14,16,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
241,16,14,"jal",8,15,15,15,8,15,14,16,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
242,16,14,"jal",8,15,15,15,8,15,14,16,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
243,16,14,"jal",8,15,15,15,8,15,14,16,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
244,17,14,"jal",11,18,5,18,4,5,14,17,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.689,0.605,8,0.455
245,17,14,"jal",11,18,5,18,4,5,14,17,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.689,0.605,8,0.455
246,17,14,"jal",11,18,5,18,4,5,14,17,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.689,0.605,8,0.455
247,17,14,"jal",11,18,5,18,4,5,14,17,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.689,0.605,8,0.455
248,17,14,"jal",11,18,5,18,4,5,14,17,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.689,0.605,8,0.455
249,17,14,"jal",11,18,5,18,4,5,14,17,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.689,0.605,8,0.455
250,17,14,"jal",11,18,5,18,4,5,14,17,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.689,0.605,8,0.455
251,17,14,"jal",11,18,5,18,4,5,14,17,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.689,0.605,8,0.455
252,17,14,"jal",11,18,5,18,4,5,14,17,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.689,0.605,8,0.455
253,17,14,"jal",11,18,5,18,4,5,14,17,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.689,0.605,8,0.455
254,17,14,"jal",11,18,5,18,4,5,14,17,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.689,0.605,8,0.455
255,17,14,"jal",11,18,5,18,4,5,14,17,6,5,4,3,5,2,5,5,4,0,0,0,0,1,1,0,18,0.689,0.605,8,0.455
256,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
257,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
258,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
259,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
260,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
261,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
262,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
263,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
264,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
265,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
266,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
267,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
268,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
269,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
270,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
271,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
272,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
273,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
274,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
275,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
276,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
277,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
278,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
279,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
280,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
281,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
282,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
283,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
284,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
285,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
286,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
287,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
288,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
289,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
290,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
291,18,14,"jal",8,15,15,15,8,15,14,18,7,8,8,5,8,6,8,6,8,0,0,0,0,1,0,1,15,0.481,1,7,0.481
292,19,14,"jal",5,1,1,1,3,1,14,19,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578,0.991,2,0.584
293,19,14,"jal",5,1,1,1,3,1,14,19,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578,0.991,2,0.584
294,19,14,"jal",5,1,1,1,3,1,14,19,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578,0.991,2,0.584
295,19,14,"jal",5,1,1,1,3,1,14,19,2,3,3,4,3,3,3,1,3,0,0,0,1,1,0,1,1,0.578,0.991,2,0.584
296,20,14,"jal",11,5,5,5,6,5,14,20,4,6,6,6,6,5,6,3,6,0,0,0,0,1,0,1,5,0.293,0.796,6,0.502
297,20,14,"jal",11,5,5,5,6,5,14,20,4,6,6,6,6,5,6,3,6,0,0,0,0,1,0,1,5,0.293,0.796,6,0.502
298,20,14,"jal",11,5,5,5,6,5,14,20,4,6,6,6,6,5,6,3,6,0,0,0,0,1,0,1,5,0.293,0.796,6,0.502
299,20,14,"jal",11,5,5,5,6,5,14,20,4,6,6,6,6,5,6,3,6,0,0,0,0,1,0,1,5,0.293,0.796,6,0.502
300,20,14,"jal",11,5,5,5,6,5,14,20,4,6,6,6,6,5,6,3,6,0,0,0,0,1,0,1,5,0.293,0.796,6,0.502
301,20,14,"jal",11,5,5,5,6,5,14,20,4,6,6,6,6,5,6,3,6,0,0,0,0,1,0,1,5,0.293,0.796,6,0.502
302,21,14,"jal",11,18,18,18,5,18,14,21,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
303,21,14,"jal",11,18,18,18,5,18,14,21,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
304,21,14,"jal",11,18,18,18,5,18,14,21,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
305,21,14,"jal",11,18,18,18,5,18,14,21,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
306,21,14,"jal",11,18,18,18,5,18,14,21,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
307,21,14,"jal",11,18,18,18,5,18,14,21,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
308,21,14,"jal",11,18,18,18,5,18,14,21,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
309,21,14,"jal",11,18,18,18,5,18,14,21,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
310,21,14,"jal",11,18,18,18,5,18,14,21,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
311,21,14,"jal",11,18,18,18,5,18,14,21,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
312,21,14,"jal",11,18,18,18,5,18,14,21,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
313,21,14,"jal",11,18,18,18,5,18,14,21,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
314,21,14,"jal",11,18,18,18,5,18,14,21,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
315,21,14,"jal",11,18,18,18,5,18,14,21,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
316,22,14,"jal",11,18,18,18,5,18,14,22,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
317,22,14,"jal",11,18,18,18,5,18,14,22,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
318,22,14,"jal",11,18,18,18,5,18,14,22,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
319,22,14,"jal",11,18,18,18,5,18,14,22,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
320,22,14,"jal",11,18,18,18,5,18,14,22,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
321,22,14,"jal",11,18,18,18,5,18,14,22,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
322,22,14,"jal",11,18,18,18,5,18,14,22,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
323,22,14,"jal",11,18,18,18,5,18,14,22,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
324,22,14,"jal",11,18,18,18,5,18,14,22,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
325,22,14,"jal",11,18,18,18,5,18,14,22,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
326,22,14,"jal",11,18,18,18,5,18,14,22,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
327,22,14,"jal",11,18,18,18,5,18,14,22,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
328,22,14,"jal",11,18,18,18,5,18,14,22,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
329,22,14,"jal",11,18,18,18,5,18,14,22,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
330,22,14,"jal",11,18,18,18,5,18,14,22,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
331,22,14,"jal",11,18,18,18,5,18,14,22,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
332,22,14,"jal",11,18,18,18,5,18,14,22,4,5,5,3,5,4,5,5,5,0,0,0,0,1,1,1,19,0.293,0.593,9,0.327
333,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
334,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
335,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
336,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
337,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
338,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
339,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
340,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
341,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
342,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
343,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
344,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
345,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
346,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
347,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
348,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
349,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
350,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
351,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
352,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
353,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
354,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
355,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
356,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
357,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
358,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
359,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
360,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
361,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
362,23,14,"jal",10,19,19,19,5,19,14,23,9,7,5,7,7,4,7,20,5,0,0,0,0,1,0,0,19,0.603,0.593,9,0.327
