"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2016","cab","disloc2013","X","edon.y","munn.y","escenario1","escenario2","escenario3","panal_cnv1","pri_clv1","mc_clv2","panal_cnv2","pan_clv2","pan_cnv2","pri_clv2","esc1_panalCNV1","esc1_priCLV1","esc2_mcCLV2","esc2_panalCNV2","esc2_panCLV2","esc2_panCNV2","esc2_priCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
155,10,8,"cua",9,1,7,2,11,"meoqui",11,151,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
156,10,8,"cua",9,1,7,2,11,"meoqui",11,152,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
157,10,8,"cua",9,1,7,2,11,"meoqui",11,153,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
158,10,8,"cua",9,1,7,2,11,"meoqui",11,154,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
159,10,8,"cua",9,1,7,2,11,"meoqui",11,155,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
160,10,8,"cua",9,1,7,2,11,"meoqui",11,156,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
161,10,8,"cua",9,1,7,2,11,"meoqui",11,157,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
162,10,8,"cua",9,1,7,2,11,"meoqui",11,158,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
163,10,8,"cua",9,1,7,2,11,"meoqui",11,159,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
164,10,8,"cua",9,1,7,2,11,"meoqui",11,160,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
165,10,8,"cua",9,1,7,2,11,"meoqui",11,161,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
166,10,8,"cua",9,1,7,2,11,"meoqui",11,162,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
167,10,8,"cua",9,1,7,2,11,"meoqui",11,163,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
168,10,8,"cua",9,1,7,2,11,"meoqui",11,164,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
169,10,8,"cua",9,1,7,2,11,"meoqui",11,165,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
170,10,8,"cua",9,1,7,2,11,"meoqui",11,166,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
171,10,8,"cua",9,1,7,2,11,"meoqui",11,167,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
172,10,8,"cua",9,1,7,2,11,"meoqui",11,168,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
173,10,8,"cua",9,1,7,2,11,"meoqui",11,169,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
174,10,8,"cua",9,1,7,2,11,"meoqui",11,170,8,10,1,1,1,4,1,1,3,7,1,1,0,1,1,0,0,1,1,10,0.531,0.531,1,1
175,11,8,"cua",6,5,5,5,20,"camargo",12,171,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
176,11,8,"cua",6,5,5,5,20,"camargo",12,172,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
177,11,8,"cua",6,5,5,5,20,"camargo",12,173,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
178,11,8,"cua",6,5,5,5,20,"camargo",12,174,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
179,11,8,"cua",6,5,5,5,20,"camargo",12,175,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
180,11,8,"cua",6,5,5,5,20,"camargo",12,176,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
181,11,8,"cua",6,5,5,5,20,"camargo",12,177,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
182,11,8,"cua",6,5,5,5,20,"camargo",12,178,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
183,11,8,"cua",6,5,5,5,20,"camargo",12,179,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
184,11,8,"cua",6,5,5,5,20,"camargo",12,180,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
185,11,8,"cua",6,5,5,5,20,"camargo",12,181,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
186,11,8,"cua",6,5,5,5,20,"camargo",12,182,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
187,11,8,"cua",6,5,5,5,20,"camargo",12,183,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
188,11,8,"cua",6,5,5,5,20,"camargo",12,184,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
189,11,8,"cua",6,5,5,5,20,"camargo",12,185,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
190,11,8,"cua",6,5,5,5,20,"camargo",12,186,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
191,11,8,"cua",6,5,5,5,20,"camargo",12,187,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
192,11,8,"cua",6,5,5,5,20,"camargo",12,188,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
193,11,8,"cua",6,5,5,5,20,"camargo",12,189,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
194,11,8,"cua",6,5,5,5,20,"camargo",12,190,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
195,11,8,"cua",6,5,5,5,20,"camargo",12,191,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
196,11,8,"cua",6,5,5,5,20,"camargo",12,192,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
197,11,8,"cua",6,5,5,5,20,"camargo",12,193,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
198,11,8,"cua",6,5,5,5,20,"camargo",12,194,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
199,11,8,"cua",6,5,5,5,20,"camargo",12,195,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
200,11,8,"cua",6,5,5,5,20,"camargo",12,196,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
201,11,8,"cua",6,5,5,5,20,"camargo",12,197,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
202,11,8,"cua",6,5,5,5,20,"camargo",12,198,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
203,11,8,"cua",6,5,5,5,20,"camargo",12,199,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
204,11,8,"cua",6,5,5,5,20,"camargo",12,200,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
205,11,8,"cua",6,5,5,5,20,"camargo",12,201,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
206,11,8,"cua",6,5,5,5,20,"camargo",12,202,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
207,11,8,"cua",6,5,5,5,20,"camargo",12,203,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
208,11,8,"cua",6,5,5,5,20,"camargo",12,204,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
209,11,8,"cua",6,5,5,5,20,"camargo",12,205,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
214,11,8,"cua",6,5,5,5,20,"camargo",12,206,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
215,11,8,"cua",6,5,5,5,20,"camargo",12,207,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
216,11,8,"cua",6,5,5,5,20,"camargo",12,208,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
217,11,8,"cua",6,5,5,5,20,"camargo",12,209,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
218,11,8,"cua",6,5,5,5,20,"camargo",12,210,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
219,11,8,"cua",6,5,5,5,20,"camargo",12,211,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
220,11,8,"cua",6,5,5,5,20,"camargo",12,212,8,11,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
221,12,8,"cua",5,7,9,9,22,"guachochi",14,213,8,12,6,6,6,6,6,6,6,1,6,4,1,1,1,1,0,1,0,21,0.757,0.757,6,1
222,12,8,"cua",5,7,9,9,22,"guachochi",14,214,8,12,6,6,6,6,6,6,6,1,6,4,1,1,1,1,0,1,0,21,0.757,0.757,6,1
223,12,8,"cua",5,7,9,9,22,"guachochi",14,215,8,12,6,6,6,6,6,6,6,1,6,4,1,1,1,1,0,1,0,21,0.757,0.757,6,1
224,12,8,"cua",5,7,9,9,22,"guachochi",14,216,8,12,6,6,6,6,6,6,6,1,6,4,1,1,1,1,0,1,0,21,0.757,0.757,6,1
225,12,8,"cua",5,7,9,9,22,"guachochi",14,217,8,12,6,6,6,6,6,6,6,1,6,4,1,1,1,1,0,1,0,21,0.757,0.757,6,1
226,12,8,"cua",5,7,9,9,22,"guachochi",14,218,8,12,6,6,6,6,6,6,6,1,6,4,1,1,1,1,0,1,0,21,0.757,0.757,6,1
227,12,8,"cua",5,7,9,9,22,"guachochi",14,219,8,12,6,6,6,6,6,6,6,1,6,4,1,1,1,1,0,1,0,21,0.757,0.757,6,1
228,12,8,"cua",5,7,9,9,22,"guachochi",14,220,8,12,6,6,6,6,6,6,6,1,6,4,1,1,1,1,0,1,0,21,0.757,0.757,6,1
229,12,8,"cua",5,7,9,9,22,"guachochi",14,221,8,12,6,6,6,6,6,6,6,1,6,4,1,1,1,1,0,1,0,21,0.757,0.757,6,1
230,12,8,"cua",5,7,9,9,22,"guachochi",14,222,8,12,6,6,6,6,6,6,6,1,6,4,1,1,1,1,0,1,0,21,0.757,0.757,6,1
231,12,8,"cua",5,7,9,9,22,"guachochi",14,223,8,12,6,6,6,6,6,6,6,1,6,4,1,1,1,1,0,1,0,21,0.757,0.757,6,1
232,12,8,"cua",5,7,9,9,22,"guachochi",14,224,8,12,6,6,6,6,6,6,6,1,6,4,1,1,1,1,0,1,0,21,0.757,0.757,6,1
233,12,8,"cua",5,7,9,9,22,"guachochi",14,225,8,12,6,6,6,6,6,6,6,1,6,4,1,1,1,1,0,1,0,21,0.757,0.757,6,1
234,12,8,"cua",5,7,9,9,22,"guachochi",14,226,8,12,6,6,6,6,6,6,6,1,6,4,1,1,1,1,0,1,0,21,0.757,0.757,6,1
235,12,8,"cua",5,7,9,9,22,"guachochi",14,227,8,12,6,6,6,6,6,6,6,1,6,4,1,1,1,1,0,1,0,21,0.757,0.757,6,1
236,12,8,"cua",5,7,9,9,22,"guachochi",14,228,8,12,6,6,6,6,6,6,6,1,6,4,1,1,1,1,0,1,0,21,0.757,0.757,6,1
237,12,8,"cua",5,7,9,9,22,"guachochi",14,229,8,12,6,6,6,6,6,6,6,1,6,4,1,1,1,1,0,1,0,21,0.757,0.757,6,1
238,13,8,"cua",9,1,7,2,1,"nuevo casas grandes",1,230,8,13,4,3,3,4,3,3,3,7,3,3,1,0,1,1,0,1,1,1,0.509,0.509,4,1
239,13,8,"cua",9,1,7,2,1,"nuevo casas grandes",1,231,8,13,4,3,3,4,3,3,3,7,3,3,1,0,1,1,0,1,1,1,0.509,0.509,4,1
240,13,8,"cua",9,1,7,2,1,"nuevo casas grandes",1,232,8,13,4,3,3,4,3,3,3,7,3,3,1,0,1,1,0,1,1,1,0.509,0.509,4,1
241,13,8,"cua",9,1,7,2,1,"nuevo casas grandes",1,233,8,13,4,3,3,4,3,3,3,7,3,3,1,0,1,1,0,1,1,1,0.509,0.509,4,1
242,13,8,"cua",9,1,7,2,1,"nuevo casas grandes",1,234,8,13,4,3,3,4,3,3,3,7,3,3,1,0,1,1,0,1,1,1,0.509,0.509,4,1
243,13,8,"cua",9,1,7,2,1,"nuevo casas grandes",1,235,8,13,4,3,3,4,3,3,3,7,3,3,1,0,1,1,0,1,1,1,0.509,0.509,4,1
244,13,8,"cua",9,1,7,2,1,"nuevo casas grandes",1,236,8,13,4,3,3,4,3,3,3,7,3,3,1,0,1,1,0,1,1,1,0.509,0.509,4,1
245,13,8,"cua",9,1,7,2,1,"nuevo casas grandes",1,237,8,13,4,3,3,4,3,3,3,7,3,3,1,0,1,1,0,1,1,1,0.509,0.509,4,1
246,13,8,"cua",9,1,7,2,1,"nuevo casas grandes",1,238,8,13,4,3,3,4,3,3,3,7,3,3,1,0,1,1,0,1,1,1,0.509,0.509,4,1
247,13,8,"cua",9,1,7,2,1,"nuevo casas grandes",1,239,8,13,4,3,3,4,3,3,3,7,3,3,1,0,1,1,0,1,1,1,0.509,0.509,4,1
248,13,8,"cua",9,1,7,2,1,"nuevo casas grandes",1,240,8,13,4,3,3,4,3,3,3,7,3,3,1,0,1,1,0,1,1,1,0.509,0.509,4,1
249,13,8,"cua",9,1,7,2,1,"nuevo casas grandes",1,241,8,13,4,3,3,4,3,3,3,7,3,3,1,0,1,1,0,1,1,1,0.509,0.509,4,1
250,13,8,"cua",9,1,7,2,1,"nuevo casas grandes",1,242,8,13,4,3,3,4,3,3,3,7,3,3,1,0,1,1,0,1,1,1,0.509,0.509,4,1
251,13,8,"cua",9,1,7,2,1,"nuevo casas grandes",1,243,8,13,4,3,3,4,3,3,3,7,3,3,1,0,1,1,0,1,1,1,0.509,0.509,4,1
252,13,8,"cua",9,1,7,2,1,"nuevo casas grandes",1,244,8,13,4,3,3,4,3,3,3,7,3,3,1,0,1,1,0,1,1,1,0.509,0.509,4,1
253,14,8,"cua",2,9,5,9,20,"camargo",12,245,8,14,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
254,14,8,"cua",2,9,5,9,20,"camargo",12,246,8,14,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
255,14,8,"cua",2,9,5,9,20,"camargo",12,247,8,14,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
256,14,8,"cua",2,9,5,9,20,"camargo",12,248,8,14,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
257,14,8,"cua",2,9,5,9,20,"camargo",12,249,8,14,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
258,14,8,"cua",2,9,5,9,20,"camargo",12,250,8,14,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
259,14,8,"cua",2,9,5,9,20,"camargo",12,251,8,14,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
260,14,8,"cua",2,9,5,9,20,"camargo",12,252,8,14,3,2,2,3,2,2,2,8,2,2,1,0,1,1,0,1,1,12,0.734,0.885,3,0.83
261,15,8,"cua",6,5,5,5,11,"meoqui",10,253,8,15,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,1,1,10,0.531,0.531,1,1
263,15,8,"cua",6,5,5,5,11,"meoqui",10,254,8,15,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,1,1,10,0.531,0.531,1,1
264,15,8,"cua",6,5,5,5,11,"meoqui",10,255,8,15,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,1,1,10,0.531,0.531,1,1
265,15,8,"cua",6,5,5,5,11,"meoqui",10,256,8,15,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,1,1,10,0.531,0.531,1,1
266,16,8,"cua",6,5,5,5,20,"camargo",12,257,8,16,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
267,16,8,"cua",6,5,5,5,20,"camargo",12,258,8,16,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
268,16,8,"cua",6,5,5,5,20,"camargo",12,259,8,16,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
269,16,8,"cua",6,5,5,5,20,"camargo",12,260,8,16,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
270,16,8,"cua",6,5,5,5,20,"camargo",12,261,8,16,3,2,2,3,2,1,2,8,1,2,1,0,0,1,0,0,1,12,0.734,0.885,3,0.83
271,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,262,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
272,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,263,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
273,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,264,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
274,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,265,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
275,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,266,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
276,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,267,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
277,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,268,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
278,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,269,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
279,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,270,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
280,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,271,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
281,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,272,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
282,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,273,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
283,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,274,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
284,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,275,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
285,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,276,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
286,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,277,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
287,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,278,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
288,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,279,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
289,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,280,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
290,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,281,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
291,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,282,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
292,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,283,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
293,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,284,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
294,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,285,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
295,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,286,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
296,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,287,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
297,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,288,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
298,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,289,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
299,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,290,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
300,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,291,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
301,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,292,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
302,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,293,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
303,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,294,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
304,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,295,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
305,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,296,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
306,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,297,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
307,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,298,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
308,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,299,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
309,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,300,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
310,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,301,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
311,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,302,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
312,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,303,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
313,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,304,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
314,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,305,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
315,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,306,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
316,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,307,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
317,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,308,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
318,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,309,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
319,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,310,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
320,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,311,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
321,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,312,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
322,17,8,"cua",10,7,7,7,14,"cuauhtémoc",13,313,8,17,7,7,7,7,7,7,7,4,7,7,1,1,1,1,0,1,1,13,1,0.921,7,0.921
