"seccion","munn.x","edon.x","edo.x","disfed1979.x","disfed1997.x","disfed2006.x","disfed2018.x","disloc2012.x","disloc2018.x","cab","nota.x","X","munn.y","edon.y","edo.y","disfed1979.y","disfed1997.y","disfed2006.y","disfed2018.y","disloc2012.y","disloc2018.y","nota.y","escenario1","escenario2","escenario3","pri_clv1","pri_clv2","juanZepedaPerez1","lorenzoLopezMendez1a","lorenzoLopezMendez1b","antonioPerezGomez1","leonardoLopezPerez1","magdalenaGironLopez1","JoseDomingoVazquezLopez1a","JoseDomingoVazquezLopez1b","esc1_priCLV1","esc2_priCLV2","SQ","dsiSQ_E1"
145,13,7,"cps",4,6,2,2,10,11,"Bochil","0",145,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,22,0.169
146,13,7,"cps",4,6,2,2,10,11,"Bochil","0",146,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,22,0.169
147,13,7,"cps",4,6,2,2,10,11,"Bochil","0",147,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,22,0.169
148,13,7,"cps",4,6,2,2,10,11,"Bochil","0",148,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,22,0.169
149,13,7,"cps",4,6,2,2,10,11,"Bochil","0",149,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,22,0.169
150,13,7,"cps",4,6,2,2,10,11,"Bochil","0",150,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,22,0.169
151,13,7,"cps",4,6,2,2,10,11,"Bochil","0",151,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,22,0.169
152,13,7,"cps",4,6,2,2,10,11,"Bochil","0",152,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,22,0.169
153,13,7,"cps",4,6,2,2,10,11,"Bochil","0",153,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,22,0.169
154,13,7,"cps",4,6,2,2,10,11,"Bochil","0",154,13,7,"cps",4,6,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","23","23","23","23",0,0,22,0.169
155,14,7,"cps",9,2,2,2,10,11,"Bochil","0",155,14,7,"cps",9,2,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,22,0.169
156,14,7,"cps",9,2,2,2,10,11,"Bochil","0",156,14,7,"cps",9,2,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,22,0.169
157,14,7,"cps",9,2,2,2,10,11,"Bochil","0",157,14,7,"cps",9,2,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,22,0.169
158,14,7,"cps",9,2,2,2,10,11,"Bochil","0",158,14,7,"cps",9,2,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,22,0.169
159,14,7,"cps",9,2,2,2,10,11,"Bochil","0",159,14,7,"cps",9,2,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,22,0.169
160,14,7,"cps",9,2,2,2,10,11,"Bochil","0",160,14,7,"cps",9,2,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,22,0.169
161,14,7,"cps",9,2,2,2,10,11,"Bochil","0",161,14,7,"cps",9,2,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,22,0.169
162,14,7,"cps",9,2,2,2,10,11,"Bochil","0",162,14,7,"cps",9,2,2,2,10,11,NA,23,23,11,12,11,"23","K","P","S","U","23","23","23",0,0,22,0.169
163,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",163,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
164,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",164,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
165,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",165,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
166,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",166,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
167,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",167,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
168,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",168,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
169,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",169,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
170,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",170,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
171,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",171,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
172,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",172,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
173,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",173,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
174,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",174,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
175,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",175,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
176,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",176,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
177,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",177,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
178,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",178,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
179,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",179,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
180,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",180,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
181,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",181,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
182,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",182,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
183,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",183,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
184,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",184,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
185,15,7,"cps",5,12,11,12,24,24,"Cacahoatán","0",185,15,7,"cps",5,12,11,12,24,19,NA,12,12,19,18,19,"12","12","12","12","12","12","12","12",0,0,18,0.538
186,16,7,"cps",6,1,1,1,9,9,"Palenque","0",186,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1
187,16,7,"cps",6,1,1,1,9,9,"Palenque","0",187,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1
188,16,7,"cps",6,1,1,1,9,9,"Palenque","0",188,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1
189,16,7,"cps",6,1,1,1,9,9,"Palenque","0",189,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1
190,16,7,"cps",6,1,1,1,9,9,"Palenque","0",190,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1
191,16,7,"cps",6,1,1,1,9,9,"Palenque","0",191,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1
192,16,7,"cps",6,1,1,1,9,9,"Palenque","0",192,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1
193,16,7,"cps",6,1,1,1,9,9,"Palenque","0",193,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1
194,16,7,"cps",6,1,1,1,9,9,"Palenque","0",194,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1
195,16,7,"cps",6,1,1,1,9,9,"Palenque","0",195,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1
196,16,7,"cps",6,1,1,1,9,9,"Palenque","0",196,16,7,"cps",6,1,1,1,9,20,NA,20,20,20,14,20,"20","20","20","20","20","20","20","20",0,1,9,1
197,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",197,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
198,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",198,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
199,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",199,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
200,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",200,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
201,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",201,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
202,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",202,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
203,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",203,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
204,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",204,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
205,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",205,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
206,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",206,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
207,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",207,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
208,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",208,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
209,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",209,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
210,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",210,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
211,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",211,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
212,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",212,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
213,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",213,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
214,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",214,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
215,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",215,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
216,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",216,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
217,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",217,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
218,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",218,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
219,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",219,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
220,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",220,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
221,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",221,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
222,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",222,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
223,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",223,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
224,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",224,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
225,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",225,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
226,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",226,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
227,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",227,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
228,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",228,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
229,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",229,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
230,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",230,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
231,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",231,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
232,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",232,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
233,17,7,"cps",1,7,10,10,14,14,"Cintalapa","0",233,17,7,"cps",1,7,10,10,14,21,NA,13,13,21,20,21,"13","13","13","13","13","13","13","13",0,0,14,0.409
234,18,7,"cps",9,4,4,4,13,12,"Pichucalco","0",234,18,7,"cps",9,4,4,4,13,12,NA,4,4,12,11,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
235,18,7,"cps",9,4,4,4,13,12,"Pichucalco","0",235,18,7,"cps",9,4,4,4,13,12,NA,4,4,12,11,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
236,18,7,"cps",9,4,4,4,13,12,"Pichucalco","0",236,18,7,"cps",9,4,4,4,13,12,NA,4,4,12,11,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
237,18,7,"cps",9,4,4,4,13,12,"Pichucalco","0",237,18,7,"cps",9,4,4,4,13,12,NA,4,4,12,11,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
238,18,7,"cps",9,4,4,4,13,12,"Pichucalco","0",238,18,7,"cps",9,4,4,4,13,12,NA,4,4,12,11,12,"4","4","4","4","4","4","4","4",0,0,12,0.655
239,19,7,"cps",3,8,8,8,6,6,"Comitán","0",239,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
240,19,7,"cps",3,8,8,8,6,6,"Comitán","0",240,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
241,19,7,"cps",3,8,8,8,6,6,"Comitán","0",241,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
242,19,7,"cps",3,8,8,8,6,6,"Comitán","0",242,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
243,19,7,"cps",3,8,8,8,6,6,"Comitán","0",243,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
244,19,7,"cps",3,8,8,8,6,6,"Comitán","0",244,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
245,19,7,"cps",3,8,8,8,6,6,"Comitán","0",245,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
246,19,7,"cps",3,8,8,8,6,6,"Comitán","0",246,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
247,19,7,"cps",3,8,8,8,6,6,"Comitán","0",247,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
248,19,7,"cps",3,8,8,8,6,6,"Comitán","0",248,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
249,19,7,"cps",3,8,8,8,6,6,"Comitán","0",249,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
250,19,7,"cps",3,8,8,8,6,6,"Comitán","0",250,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
251,19,7,"cps",3,8,8,8,6,6,"Comitán","0",251,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
252,19,7,"cps",3,8,8,8,6,6,"Comitán","0",252,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
253,19,7,"cps",3,8,8,8,6,6,"Comitán","0",253,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
254,19,7,"cps",3,8,8,8,6,6,"Comitán","0",254,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
255,19,7,"cps",3,8,8,8,6,6,"Comitán","0",255,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
256,19,7,"cps",3,8,8,8,6,6,"Comitán","0",256,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
257,19,7,"cps",3,8,8,8,6,6,"Comitán","0",257,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
258,19,7,"cps",3,8,8,8,6,6,"Comitán","0",258,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
259,19,7,"cps",3,8,8,8,6,6,"Comitán","0",259,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
260,19,7,"cps",3,8,8,8,6,6,"Comitán","0",260,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
261,19,7,"cps",3,8,8,8,6,6,"Comitán","0",261,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
262,19,7,"cps",3,8,8,8,6,6,"Comitán","0",262,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
263,19,7,"cps",3,8,8,8,6,6,"Comitán","0",263,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
264,19,7,"cps",3,8,8,8,6,6,"Comitán","0",264,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
265,19,7,"cps",3,8,8,8,6,6,"Comitán","0",265,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
266,19,7,"cps",3,8,8,8,6,6,"Comitán","0",266,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
267,19,7,"cps",3,8,8,8,6,6,"Comitán","0",267,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
268,19,7,"cps",3,8,8,8,6,6,"Comitán","0",268,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
269,19,7,"cps",3,8,8,8,6,6,"Comitán","0",269,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
270,19,7,"cps",3,8,8,8,6,6,"Comitán","0",270,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
271,19,7,"cps",3,8,8,8,6,6,"Comitán","0",271,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
272,19,7,"cps",3,8,8,8,6,6,"Comitán","0",272,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
273,19,7,"cps",3,8,8,8,6,6,"Comitán","0",273,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
274,19,7,"cps",3,8,8,8,6,6,"Comitán","0",274,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
275,19,7,"cps",3,8,8,8,6,6,"Comitán","0",275,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
276,19,7,"cps",3,8,8,8,6,6,"Comitán","0",276,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
277,19,7,"cps",3,8,8,8,6,6,"Comitán","0",277,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
278,19,7,"cps",3,8,8,8,6,6,"Comitán","0",278,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
279,19,7,"cps",3,8,8,8,6,6,"Comitán","0",279,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
280,19,7,"cps",3,8,8,8,6,6,"Comitán","0",280,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
281,19,7,"cps",3,8,8,8,6,6,"Comitán","0",281,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
282,19,7,"cps",3,8,8,8,6,6,"Comitán","0",282,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
283,19,7,"cps",3,8,8,8,6,6,"Comitán","0",283,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
284,19,7,"cps",3,8,8,8,6,6,"Comitán","0",284,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
285,19,7,"cps",3,8,8,8,6,6,"Comitán","0",285,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
286,19,7,"cps",3,8,8,8,6,6,"Comitán","0",286,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
287,19,7,"cps",3,8,8,8,6,6,"Comitán","0",287,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
288,19,7,"cps",3,8,8,8,6,6,"Comitán","0",288,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
289,19,7,"cps",3,8,8,8,6,6,"Comitán","0",289,19,7,"cps",3,8,8,8,6,8,NA,6,6,8,7,8,"6","6","6","6","6","6","Z","Z2",0,0,6,0.466
